Frame,radarX,radarY,R1X,R1Y,R2X,R2Y,R3X,R3Y,R4X,R4Y,R5X,R5Y,DiffX5,DiffY5
200,-321.017,2188.37,293.057,3148.55,170.125,4148.01,55.4064,5213.02,-59.626,6347.4,-278.019,7348.77,7669.787,-2466.389
201,-322.705,2198.23,292.925,3148.77,170.155,4148.07,55.5044,5213.19,-59.2539,6347.29,-277.72,7348.78,7671.485,-2475.95
202,-324.365,2208.29,292.636,3148.7,170.092,4148.17,55.294,5213.11,-57.5256,6347.44,-277.636,7349.03,7673.395,-2485.926
203,-326.203,2218.21,293.055,3148.55,170.117,4148.06,55.3213,5213.08,-58.1782,6347.2,-277.891,7348.89,7675.093,-2496.101
204,-328.051,2228.09,293.081,3148.61,170.103,4147.96,55.4352,5213.12,-60.4061,6347.28,-277.802,7348.59,7676.641,-2505.892
205,-329.637,2237.97,292.816,3148.69,170.276,4148.13,55.5004,5213.08,-57.1994,6347.28,-277.692,7348.85,7678.487,-2515.662
206,-331.104,2248.32,292.875,3148.75,170.171,4148.16,55.5245,5213.16,-58.9154,6347.59,-277.812,7348.99,7680.094,-2526.132
207,-332.158,2258.5,292.978,3148.52,170.013,4148.05,55.2982,5213.08,-58.5494,6347.27,-277.839,7348.58,7680.738,-2536.339
208,-333.423,2268.43,293.078,3148.6,170.166,4148.08,55.3815,5213,-52.5326,6329.95,-277.879,7348.74,7682.163,-2546.309
209,-334.976,2278.75,292.74,3148.81,170.193,4148.21,55.4991,5213.16,-54.9022,6330.49,-277.509,7349.25,7684.226,-2556.259
210,-336.994,2288.56,293.102,3148.62,170.18,4148.08,55.512,5213.18,-55.9145,6329.3,-277.694,7348.85,7685.844,-2566.254
211,-338.975,2298.03,293.017,3148.49,170.073,4147.95,55.3173,5212.95,-58.3819,6347.13,-278.053,7348.67,7687.645,-2576.083
212,-340.653,2308.34,292.693,3148.62,170.111,4148.15,55.5015,5213.23,-57.468,6347.41,-277.526,7349.04,7689.693,-2585.866
213,-341.972,2318.66,292.935,3148.79,170.238,4148.21,55.4059,5213.08,-58.7772,6347.71,-277.679,7349.02,7690.992,-2596.339
214,-343.206,2328.45,292.915,3148.48,169.99,4148.03,55.6082,5213.29,-56.725,6347.02,-277.971,7348.75,7691.956,-2606.421
215,-344.07,2338.28,292.964,3148.78,170.21,4148.05,55.9291,5213.44,-57.0974,6347.13,-277.819,7348.66,7692.73,-2616.099
216,-345.728,2348.14,292.734,3149.1,170.382,4148.22,56.1014,5213.53,-57.0171,6347.28,-277.585,7348.95,7694.678,-2625.725
217,-347.757,2357.55,292.892,3148.48,169.99,4148.06,55.57,5213.25,-58.6412,6347.32,-277.834,7348.78,7696.537,-2635.384
218,-349.35,2367.05,293.038,3148.67,170.113,4148.02,55.7587,5213.32,-58.166,6347.16,-277.998,7348.63,7697.98,-2645.048
219,-350.297,2376.55,292.786,3148.72,170.247,4148.2,56.006,5213.59,-57.5112,6347.38,-277.687,7349,7699.297,-2654.237
220,-351.441,2386.3,292.802,3148.67,170.13,4148.2,55.2951,5213.13,-57.5776,6347.41,-277.673,7349.06,7700.501,-2663.973
221,-352.361,2396.36,293.076,3148.54,170.129,4148,55.4312,5213.01,-57.5771,6347.17,-278.038,7348.77,7701.131,-2674.398
222,-353.508,2406.31,292.823,3148.77,170.152,4148.04,55.5079,5213.26,-56.4754,6347.13,-277.806,7348.64,7702.148,-2684.116
223,-355.474,2415.9,292.5,3148.99,170.189,4148.19,55.3668,5213.16,-56.5053,6347.35,-277.564,7349.14,7704.614,-2693.464
224,-357.411,2426.01,292.502,3148.92,171.641,4149.92,55.4287,5213.1,-55.7538,6346.99,-277.991,7348.93,7706.341,-2704.001
225,-358.841,2435.95,293.065,3148.58,171.094,4149.08,55.4708,5213.16,-57.3434,6347.15,-277.919,7348.53,7707.371,-2713.869
226,-360.231,2445.7,292.75,3148.64,171.292,4149.27,55.4766,5213.11,-56.8326,6347.37,-277.679,7348.95,7709.181,-2723.379
227,-361.056,2456.57,292.989,3148.74,171.21,4149.35,55.4895,5213.28,-57.1795,6347.37,-277.83,7349.19,7710.246,-2734.4
228,-362.058,2467.33,293.078,3148.58,171.127,4149.11,55.4451,5213.12,-55.5868,6346.88,-278.06,7348.75,7710.808,-2745.39
229,-363.243,2477.66,292.659,3148.53,171.092,4149.11,55.298,5213.01,-57.4516,6347.17,-277.973,7348.78,7712.023,-2755.633
230,-364.791,2488.03,292.822,3148.83,171.177,4149.35,55.4996,5213.21,-57.1825,6347.4,-277.757,7349.14,7713.931,-2765.787
231,-366.281,2498.61,293.103,3148.61,171.231,4149.23,55.4916,5213.08,-56.4245,6346.95,-277.981,7348.92,7715.201,-2776.591
232,-367.549,2508.89,292.755,3148.66,170.02,4147.95,55.2901,5213.04,-57.6498,6347.1,-278.041,7348.61,7716.159,-2786.931
233,-368.124,2518.97,292.776,3148.68,170.214,4148.14,55.5316,5213.25,-57.59,6347.31,-277.725,7348.93,7717.054,-2796.695
234,-368.289,2528.67,293.023,3148.66,170.209,4148.18,55.4988,5213.25,-58.0444,6347.39,-277.784,7349.14,7717.429,-2806.454
235,-368.623,2537.89,292.921,3148.48,169.966,4148,55.2351,5213.02,-58.6791,6347.26,-278.032,7348.73,7717.353,-2815.922
236,-368.729,2547.46,292.84,3148.65,170.262,4148.08,55.5638,5213.12,-57.2464,6347.17,-277.842,7348.8,7717.529,-2825.302
237,-369.204,2556.94,292.933,3148.83,170.214,4148.2,55.5318,5213.23,-81.8203,6350.08,-277.756,7349.21,7718.414,-2834.696
238,-369.395,2566.42,292.959,3148.54,170.07,4148.06,55.2549,5213.02,-58.4165,6347.28,-277.921,7348.94,7718.335,-2844.341
239,-369.112,2576.32,292.708,3149.03,170.192,4148,55.4553,5213.05,-57.4139,6346.45,-277.475,7348.78,7717.892,-2853.795
240,-369.149,2586.17,292.682,3148.64,170.096,4148.14,55.4003,5213.16,-57.7031,6347.41,-277.738,7348.9,7718.049,-2863.908
241,-368.866,2596.18,292.968,3148.6,170.154,4148.14,55.2783,5213.06,-58.3841,6347.34,-277.864,7349.04,7717.906,-2874.044
242,-369.189,2606.33,293.047,3148.59,170.108,4148.01,55.422,5213.14,-58.2104,6347.13,-277.844,7348.47,7717.659,-2884.174
243,-370.445,2616.93,292.723,3148.64,170.117,4148.04,55.4329,5213.17,-58.7001,6346.69,-277.713,7348.62,7719.065,-2894.643
244,-371.659,2627.25,292.971,3148.78,170.218,4148.19,55.4432,5213.1,-58.0698,6347.39,-277.749,7349.21,7720.869,-2904.999
245,-372.972,2637.18,292.534,3149.06,170.076,4148.11,55.4944,5213.22,-56.3457,6347.16,-277.665,7348.83,7721.802,-2914.845
246,-374.252,2647.1,292.584,3148.98,170.095,4148,55.373,5213.08,-57.43,6347.09,-277.922,7348.7,7722.952,-2925.022
247,-375.728,2657.18,292.508,3148.99,170.158,4148.11,55.3781,5213.07,-57.4115,6347.24,-277.807,7349,7724.728,-2934.987
248,-377.071,2666.84,293.084,3148.69,170.209,4148.17,55.5011,5213.17,-58.1119,6347.42,-277.649,7348.96,7726.031,-2944.489
249,-378.547,2676.79,293.127,3148.64,170.208,4148,55.4217,5212.98,-58.0624,6347.17,-277.817,7348.63,7727.177,-2954.607
250,-380.019,2687.26,292.639,3148.62,170.033,4148.04,55.3257,5213.08,-57.8308,6347.24,-278.022,7348.83,7728.849,-2965.282
251,-380.944,2697.9,293.031,3148.76,170.211,4148.17,55.554,5213.25,-58.0265,6347.4,-277.669,7348.95,7729.894,-2975.569
252,-381.98,2708.02,293.091,3148.63,170.199,4148.12,55.4266,5213.16,-56.25,6347.06,-277.881,7348.99,7730.97,-2985.901
253,-383.138,2718.12,292.591,3148.54,169.999,4148.04,55.2117,5212.94,-57.6336,6347.13,-277.987,7348.68,7731.818,-2996.107
254,-384.346,2728.75,292.645,3149.05,170.231,4148.1,55.5248,5213.15,-57.1954,6347.14,-277.7,7348.73,7733.076,-3006.45
255,-385.427,2738.72,293.102,3148.76,170.193,4148.18,55.5116,5213.24,-56.1286,6347.18,-277.423,7349.08,7734.507,-3016.143
256,-386.405,2748.4,292.981,3148.7,170.069,4148.09,55.3305,5213.07,-58.3758,6347.35,-277.888,7348.86,7735.265,-3026.288
257,-386.99,2758.85,292.828,3148.71,170.218,4148.07,55.5184,5213.1,-57.2895,6347.15,-277.864,7348.74,7735.73,-3036.714
258,-388.202,2769.08,293.048,3148.63,170.129,4148.1,55.4325,5213.15,-58.2195,6347.38,-277.707,7348.84,7737.042,-3046.787
259,-389.105,2778.68,293.01,3148.57,170.201,4148.13,55.3712,5213,-58.3456,6347.3,-277.874,7349.02,7738.125,-3056.554
260,-390.302,2788.74,292.783,3148.69,170.139,4148.02,55.4231,5213.02,-57.5265,6347.16,-277.837,7348.67,7738.972,-3066.577
261,-391.691,2799.11,292.535,3149.06,170.063,4148.08,55.4382,5213.2,-57.171,6347.21,-277.825,7348.74,7740.431,-3076.935
262,-392.89,2808.88,292.555,3149.09,170.203,4148.19,55.4574,5213.19,-56.2883,6347.11,-277.927,7349.15,7742.04,-3086.807
263,-394.018,2818.46,292.605,3149.09,170.139,4148.1,55.5181,5213.24,-57.1393,6347.26,-277.63,7348.78,7742.798,-3096.09
264,-395.224,2828.55,292.719,3148.62,170.136,4147.96,55.3787,5213.02,-57.4496,6347.09,-277.932,7348.73,7743.954,-3106.482
265,-396.48,2839.14,293.146,3148.43,170.096,4148.07,55.152,5212.87,-56.7535,6347.08,-277.946,7348.88,7745.36,-3117.086
266,-397.735,2849.19,293.109,3148.74,170.196,4148.13,55.596,5213.26,-58.1207,6347.44,-277.638,7348.83,7746.565,-3126.828
267,-399.108,2858.76,292.528,3148.86,170.24,4148.07,55.4979,5213.11,-57.4514,6347.2,-277.618,7349.03,7748.138,-3136.378
268,-400.766,2869.09,292.845,3148.67,170.015,4148.06,55.2775,5213.06,-60.058,6347.56,-278.068,7348.85,7749.616,-3147.158
269,-401.87,2879.51,293.099,3148.59,170.21,4148.09,55.5127,5213.13,-58.4389,6347.47,-277.612,7349.01,7750.88,-3157.122
270,-402.801,2889.38,292.829,3148.81,170.287,4148.14,55.6086,5213.22,-57.0636,6347.26,-277.667,7348.99,7751.791,-3167.047
271,-404.104,2899.32,292.577,3148.61,169.992,4148.14,55.2242,5213.1,-57.6985,6347.24,-278.031,7348.95,7753.054,-3177.351
272,-405.143,2909.6,293.033,3148.56,170.106,4148.02,55.3526,5213.04,-58.1406,6347.16,-277.947,7348.72,7753.863,-3187.547
273,-406.254,2919.52,293.074,3148.73,170.185,4148.11,55.5512,5213.26,-58.0572,6347.42,-277.391,7349.09,7755.344,-3196.911
274,-407.578,2929.04,292.721,3148.73,170.189,4148.16,55.4569,5213.19,-57.3385,6347.31,-277.705,7348.93,7756.508,-3206.745
275,-408.822,2939.18,292.95,3148.57,170.096,4147.97,55.2567,5212.97,-58.3772,6347.14,-277.989,7348.73,7757.552,-3217.169
276,-409.825,2949.35,293.094,3148.62,170.093,4148.02,55.4664,5213.14,-58.2502,6347.29,-277.854,7348.65,7758.475,-3227.204
277,-410.631,2958.93,292.814,3148.75,170.278,4148.19,55.5314,5213.15,-57.4091,6347.32,-277.676,7348.97,7759.601,-3236.606
278,-411.979,2968.55,292.464,3148.94,170.084,4148.1,55.3481,5213.09,-57.3059,6347.22,-277.863,7348.91,7760.889,-3246.413
279,-413.074,2978.8,292.566,3148.96,170.093,4147.98,55.4434,5213.09,-56.3493,6345.99,-278.024,7348.68,7761.754,-3256.824
280,-413.966,2988.73,293.001,3148.85,170.269,4148.16,55.4855,5213.08,-56.8773,6347.19,-277.504,7349.07,7763.036,-3266.234
281,-415.132,2998.66,292.659,3148.73,170.14,4148.19,55.4641,5213.23,-57.721,6347.41,-277.697,7349.14,7764.272,-3276.357
282,-416.158,3009.02,293.045,3148.6,170.1,4148.01,55.3567,5213.1,-59.0348,6346.48,-277.974,7348.74,7764.898,-3286.994
283,-417.331,3019.21,292.778,3149.31,170.109,4148.02,55.317,5213.08,-58.3056,6347.25,-277.918,7348.71,7766.041,-3297.128
284,-418.559,3029.14,292.748,3148.8,170.206,4148.16,55.4432,5213.13,-57.5111,6347.42,-277.547,7348.86,7767.419,-3306.687
285,-419.787,3039.35,292.918,3148.84,170.257,4148.14,55.5521,5213.21,-57.0877,6347.19,-277.787,7348.92,7768.707,-3317.137
286,-421.42,3049.84,293.014,3148.5,170.04,4148.03,55.3168,5213.07,-56.3828,6346.92,-278.091,7348.71,7770.13,-3327.931
287,-422.307,3059.98,292.882,3148.71,170.155,4148.05,55.437,5213.07,-58.2875,6347.27,-277.835,7348.67,7770.977,-3337.815
288,-422.835,3070.02,292.827,3148.76,170.31,4148.22,55.6708,5213.31,-57.1717,6347.35,-277.593,7348.99,7771.825,-3347.613
289,-424.182,3079.8,292.99,3148.57,170.067,4148.06,55.3229,5213.1,-58.2958,6347.29,-277.87,7348.81,7772.992,-3357.67
290,-425.541,3089.63,293.004,3148.48,170.109,4147.97,55.2822,5212.89,-58.4631,6347.14,-277.886,7348.61,7774.151,-3367.516
291,-426.894,3099.44,292.815,3148.74,170.273,4148.17,55.6444,5213.29,-57.5206,6347.36,-277.599,7348.93,7775.824,-3377.039
292,-428.376,3109.09,292.922,3148.83,170.151,4148.18,55.4689,5213.24,-58.0344,6347.4,-277.752,7349.03,7777.406,-3386.842
293,-429.593,3118.96,293.007,3148.46,170.058,4148.01,55.2174,5212.96,-58.4436,6347.19,-278.02,7348.77,7778.363,-3396.98
294,-430.583,3129.04,292.627,3149.03,170.133,4148.04,55.4715,5213.18,-57.3309,6347.2,-277.525,7348.76,7779.343,-3406.565
295,-431.406,3138.67,292.744,3148.71,170.239,4148.16,55.5053,5213.22,-57.2101,6347.26,-277.716,7349,7780.406,-3416.386
296,-432.576,3148.62,292.987,3148.63,170.134,4148.11,55.3713,5213.11,-58.2329,6347.24,-277.93,7349,7781.576,-3426.55
297,-433.674,3158.82,293.04,3148.67,170.123,4148.04,55.4661,5213.15,-58.2161,6347.21,-277.897,7348.63,7782.304,-3436.717
298,-434.967,3168.44,292.638,3148.77,170.188,4148.11,55.4433,5213.17,-57.4118,6347.25,-277.72,7348.9,7783.867,-3446.16
299,-436.441,3178.25,292.797,3148.69,170.078,4148.15,54.4327,5212.92,-58.3438,6347.39,-277.843,7349.06,7785.501,-3456.093
300,-437.493,3188.61,293.086,3148.71,170.183,4148.03,55.5339,5213.19,-58.0924,6347.24,-277.717,7348.69,7786.183,-3466.327
301,-438.785,3198.72,292.65,3148.76,170.204,4148,55.4855,5213.08,-57.2886,6347.2,-277.835,7348.71,7787.495,-3476.555
302,-439.923,3208.59,292.233,3149.03,170.074,4148.13,55.2393,5213.08,-60.1173,6347.47,-277.896,7349.03,7788.953,-3486.486
303,-440.819,3218.76,293.041,3148.8,170.222,4148.16,55.5371,5213.26,-56.3692,6347.11,-277.748,7348.88,7789.699,-3496.508
304,-441.982,3228.78,292.826,3148.87,170.159,4148.09,55.455,5213.08,-58.1392,6347.05,-277.704,7348.74,7790.722,-3506.484
305,-443.291,3238.33,292.428,3148.64,170.076,4148.07,55.2271,5213.01,-57.6127,6347.22,-277.83,7348.77,7792.061,-3516.16
306,-444.385,3248.28,293.041,3148.74,170.188,4148.08,55.5483,5213.19,-56.3648,6347.01,-277.809,7348.81,7793.195,-3526.089
307,-445.519,3258.66,292.956,3148.75,170.147,4148.07,55.5067,5213.13,-57.8671,6347.25,-277.476,7348.92,7794.439,-3536.136
308,-446.684,3268.66,292.485,3148.71,170.091,4148.09,55.238,5213.06,-57.5252,6347.23,-277.89,7348.95,7795.634,-3546.55
309,-447.593,3278.38,292.859,3148.83,170.128,4148.09,55.3656,5213.04,-57.0315,6347.19,-277.77,7348.83,7796.423,-3556.15
310,-448.608,3288.4,292.958,3148.76,170.157,4148.06,55.4962,5213.17,-58.7807,6347.6,-277.661,7348.66,7797.268,-3566.061
311,-449.746,3298.45,292.627,3148.86,170.216,4148.13,55.4593,5213.09,-57.4136,6347.32,-277.706,7348.92,7798.666,-3576.156
312,-451.135,3308,292.168,3149.18,170.113,4148.1,55.3717,5213.09,-57.3119,6347.19,-277.923,7348.78,7799.915,-3585.923
313,-452.349,3317.75,293.293,3148.38,170.082,4148,55.3533,5213.03,-58.5742,6347.38,-278.049,7348.75,7801.099,-3595.799
314,-453.439,3328.43,293.214,3148.67,170.216,4148.14,55.5623,5213.24,-58.0551,6347.33,-277.4,7349.04,7802.479,-3605.83
315,-454.568,3338.77,292.84,3148.61,170.156,4148.15,55.5009,5213.17,-57.5837,6347.4,-277.756,7349.07,7803.638,-3616.526
316,-455.476,3348.28,293.121,3148.4,170.064,4148.01,55.2384,5212.99,-59.3143,6346.84,-278.104,7348.84,7804.316,-3626.384
317,-456.579,3358.36,293.31,3148.51,170.127,4148.05,55.4296,5213.07,-58.2269,6347.27,-277.954,7348.81,7805.389,-3636.314
318,-457.784,3368.65,292.944,3148.71,170.236,4148.19,55.6357,5213.26,-57.3805,6346.44,-277.614,7349.13,7806.914,-3646.264
319,-459.238,3378.05,293.081,3148.49,170.116,4148.06,55.2996,5213,-57.1649,6347.16,-277.913,7348.93,7808.168,-3655.963
320,-460.46,3387.82,293.263,3148.5,170.024,4147.97,55.3637,5213.11,-58.412,6347.2,-278.023,7348.55,7809.01,-3665.843
321,-461.414,3398.26,292.911,3149.07,170.217,4148.13,55.5146,5213.16,-57.2264,6347.31,-277.299,7349.03,7810.444,-3675.559
322,-462.686,3408.45,292.976,3148.27,170.181,4148.21,55.391,5213.13,-57.5542,6347.35,-277.782,7349.18,7811.866,-3686.232
323,-463.565,3418.15,293.275,3148.35,170.053,4147.98,55.2458,5212.94,-58.4332,6347.15,-278.1,7348.63,7812.195,-3696.25
324,-464.64,3428.06,293.36,3148.5,170.192,4147.99,55.4917,5213.12,-58.0596,6347.16,-277.444,7348.75,7813.39,-3705.504
325,-466.14,3438.04,292.784,3148.68,170.165,4148.24,55.3866,5213.22,-57.4945,6347.44,-277.537,7349.14,7815.28,-3715.577
326,-467.59,3447.7,293.169,3148.58,170.107,4148.1,55.4156,5213.12,-58.285,6347.4,-277.806,7348.9,7816.49,-3725.506
327,-468.886,3457.33,292.953,3148.87,170.14,4147.94,55.4064,5213.08,-56.2808,6347.25,-277.949,7348.51,7817.396,-3735.279
328,-470.38,3467.4,292.844,3148.45,170.129,4148.16,55.3746,5213.14,-57.4075,6347.3,-277.771,7348.98,7819.36,-3745.171
329,-471.158,3477.66,292.929,3148.54,170.241,4148.19,55.4213,5213.2,-57.0707,6346.57,-277.618,7349.16,7820.318,-3755.278
330,-471.594,3487.43,293.478,3148.22,170.115,4148,55.3947,5213.11,-56.4541,6346.95,-277.979,7348.59,7820.184,-3765.409
331,-472.634,3497.11,293.226,3148.26,170.026,4148,55.2834,5213.04,-58.5028,6347.21,-277.858,7348.54,7821.174,-3774.968
332,-473.859,3507.48,293.007,3148.34,170.197,4148.19,55.5361,5213.22,-57.1256,6347.42,-277.635,7349.09,7822.949,-3785.115
333,-475.231,3517.21,293.538,3148.5,170.137,4148.14,55.4794,5213.24,-58.0795,6347.35,-277.728,7348.85,7824.081,-3794.938
334,-476.545,3526.65,293.275,3148.39,170.113,4147.99,55.4046,5213.03,-58.2387,6347.13,-278.04,7348.64,7825.185,-3804.69
335,-477.827,3536.9,292.883,3148.6,169.905,4147.47,55.3835,5213.04,-57.642,6347.24,-277.74,7348.89,7826.717,-3814.64
336,-478.808,3547.32,293.045,3148.76,170.201,4148.2,55.5173,5213.21,-57.2146,6347.38,-277.383,7349.11,7827.918,-3824.703
337,-479.612,3556.95,293.379,3148.4,169.903,4147.49,55.253,5212.97,-58.2927,6347.21,-278.021,7348.72,7828.332,-3834.971
338,-480.605,3566.77,293.162,3148.57,169.816,4147.49,55.4248,5213.1,-57.2996,6347.2,-277.685,7348.85,7829.455,-3844.455
339,-481.328,3577.09,292.921,3148.7,169.95,4147.61,55.5735,5213.24,-57.1052,6347.35,-277.545,7349.02,7830.348,-3854.635
340,-482.456,3586.49,293.318,3148.42,169.921,4147.56,55.41,5213.1,-58.2089,6347.26,-277.957,7349,7831.456,-3864.447
341,-483.787,3595.79,293.194,3148.45,170.034,4147.96,55.2833,5212.96,-58.1222,6346.89,-278.079,7348.67,7832.457,-3873.869
342,-484.71,3605.83,292.898,3148.53,169.943,4147.54,55.4878,5213.14,-57.5306,6347.24,-277.719,7348.79,7833.5,-3883.549
343,-485.818,3616.09,293.166,3148.58,169.822,4147.55,55.401,5213.25,-59.5733,6346.93,-277.743,7349.01,7834.828,-3893.833
344,-486.735,3625.89,293.277,3148.43,170.101,4147.99,55.3982,5213.14,-57.1109,6346.02,-277.941,7348.79,7835.525,-3903.831
345,-487.753,3635.99,292.869,3148.93,170.232,4147.99,55.5556,5213.12,-57.1337,6346.09,-277.851,7348.7,7836.453,-3913.841
346,-489.489,3646.48,292.876,3148.65,170.181,4148.19,55.5419,5213.27,-58.0625,6347.79,-277.728,7348.94,7838.429,-3924.208
347,-491.056,3656.49,293.28,3148.43,170.176,4148.1,55.4388,5213.09,-58.1393,6347.27,-277.868,7348.95,7840.006,-3934.358
348,-492.57,3666.25,293.194,3148.43,170.063,4148.02,55.4086,5213.07,-58.3317,6347.19,-277.927,7348.53,7841.1,-3944.177
349,-494.116,3676.58,292.792,3148.49,170.083,4148.12,55.3774,5213.13,-57.4543,6347.33,-277.689,7348.81,7842.926,-3954.269
350,-495.532,3687.06,293.204,3148.53,170.17,4148.14,55.3268,5213.05,-58.1213,6347.34,-277.852,7349.23,7844.762,-3964.912
351,-496.683,3696.84,293.221,3148.48,170.032,4148,55.3796,5213.1,-58.3337,6347.26,-277.471,7348.69,7845.373,-3974.311
352,-497.591,3706.63,292.949,3148.54,170.199,4148,55.5261,5213.13,-57.3069,6347.19,-277.793,7348.74,7846.331,-3984.423
353,-498.876,3717.02,292.717,3148.97,170.195,4148.15,55.4905,5213.19,-57.2385,6347.32,-277.718,7349.08,7847.956,-3994.738
354,-500.268,3726.93,293.132,3148.46,170.009,4148.09,55.2216,5213.12,-58.4792,6347.42,-277.888,7348.95,7849.218,-4004.818
355,-501.155,3736.41,293.231,3148.56,170.178,4147.96,55.478,5213.06,-58.2059,6347.16,-277.966,7348.7,7849.855,-4014.376
356,-502.471,3746.51,292.908,3148.6,170.168,4148.08,55.5673,5213.23,-57.3454,6347.31,-277.597,7348.67,7851.141,-4024.107
357,-503.879,3756.74,293.244,3148.5,170.179,4148.17,55.391,5213.14,-58.079,6347.32,-277.791,7349.1,7852.979,-4034.531
358,-504.941,3766.54,293.319,3148.34,170.11,4147.96,55.3488,5212.97,-58.4046,6347.12,-278.059,7348.67,7853.611,-4044.599
359,-506.181,3776.38,292.878,3148.59,170.069,4148.06,55.4527,5213.15,-57.5575,6347.28,-277.749,7348.6,7854.781,-4054.129
360,-507.217,3786.34,292.737,3149.01,170.262,4148.22,55.5166,5213.22,-57.2081,6347.28,-277.706,7349.16,7856.377,-4064.046
361,-508.49,3796.27,293.214,3148.41,170.065,4148.06,55.2997,5213,-58.4171,6347.32,-277.883,7348.85,7857.34,-4074.153
362,-509.628,3805.91,293.108,3148.6,170.132,4147.98,55.4287,5213.08,-57.4784,6347.09,-277.894,7348.57,7858.198,-4083.804
363,-510.995,3815.55,292.968,3148.64,170.268,4148.16,55.5316,5213.16,-57.2217,6346.28,-277.726,7348.94,7859.935,-4093.276
364,-512.691,3825.48,293.114,3148.6,170.094,4148.2,55.4526,5213.25,-58.1683,6347.48,-277.707,7349.12,7861.811,-4103.187
365,-514.069,3835.12,293.313,3148.35,170.143,4147.98,55.3562,5213.02,-58.3127,6347.14,-277.996,7348.64,7862.709,-4113.116
366,-515.43,3844.72,292.904,3148.49,170.118,4147.99,55.4591,5213.1,-57.5405,6347.18,-277.856,7348.49,7863.92,-4122.576
367,-516.756,3854.73,293.09,3148.72,170.179,4148.22,55.5115,5213.23,-59.7049,6348.2,-277.675,7349.07,7865.826,-4132.405
368,-517.897,3864.53,293.347,3148.41,170.183,4148.09,55.3881,5212.99,-58.2282,6348.41,-277.887,7348.96,7866.857,-4142.417
369,-518.882,3874.19,293.042,3148.62,170.067,4147.94,55.408,5213.12,-55.936,6345.99,-277.89,7348.48,7867.362,-4152.08
370,-519.988,3883.93,292.971,3148.67,170.264,4148.11,55.6275,5213.22,-56.9021,6346.16,-277.649,7348.95,7868.938,-4161.579
371,-521.566,3893.77,293.188,3148.52,170.129,4148.17,55.3513,5213.08,-57.8881,6347.79,-277.638,7349.04,7870.606,-4171.408
372,-522.965,3903.8,293.22,3148.41,170.07,4148,55.3269,5213.08,-58.2359,6347.24,-277.899,7348.67,7871.635,-4181.699
373,-524.124,3913.54,292.996,3148.54,170.215,4148.02,55.5037,5213.08,-57.5886,6347.1,-277.913,7348.67,7872.794,-4191.453
374,-525.508,3923.57,293.12,3148.55,170.117,4148.23,55.3003,5213.13,-58.3158,6347.42,-277.71,7349.12,7874.628,-4201.28
375,-526.43,3933.47,293.344,3148.49,170.2,4148.11,55.4513,5213.18,-58.0129,6347.26,-277.876,7349.02,7875.45,-4211.346
376,-527.514,3943.05,292.96,3148.57,170.109,4147.93,55.4115,5213.08,-58.2396,6347.09,-278.057,7348.53,7876.044,-4221.107
377,-528.866,3952.74,292.831,3148.56,170.119,4148.11,55.4459,5213.15,-57.5197,6347.3,-277.689,7348.76,7877.626,-4230.429
378,-529.989,3962.61,293.317,3148.51,170.261,4148.17,55.5202,5213.13,-57.8783,6347.34,-277.685,7349.18,7879.169,-4240.295
379,-531.39,3972.68,292.973,3148.48,170.091,4148,55.4233,5213.08,-58.407,6347.32,-277.862,7348.78,7880.17,-4250.542
380,-532.338,3982.66,292.917,3148.44,170.209,4148.04,55.4103,5213.06,-57.3682,6347.17,-277.825,7348.59,7880.928,-4260.485
381,-533.384,3992.8,293.302,3148.52,170.217,4148.15,55.5525,5213.19,-58.1272,6347.36,-277.696,7348.98,7882.364,-4270.496
382,-534.579,4003.05,293.242,3148.6,170.094,4148.15,55.4876,5213.29,-58.1,6347.39,-277.66,7348.81,7883.389,-4280.71
383,-535.522,4012.91,292.924,3148.5,170.155,4148.05,55.3662,5212.95,-57.4213,6347.05,-277.98,7348.66,7884.182,-4290.89
384,-536.847,4022.88,292.839,3148.57,170.087,4148.09,54.1303,5213.38,-57.4821,6347.23,-277.934,7348.81,7885.657,-4300.814
385,-538.42,4033.19,293.277,3148.51,170.226,4148.15,55.5006,5213.15,-58.1162,6347.32,-277.668,7349.02,7887.44,-4310.858
386,-539.829,4043.41,293.245,3148.46,170.166,4148.04,55.3833,5213.09,-58.2227,6347.25,-277.755,7348.71,7888.539,-4321.165
387,-541.27,4053.46,292.967,3148.5,170.015,4148,55.4406,5213.15,-57.5395,6347.26,-277.922,7348.6,7889.87,-4331.382
388,-541.943,4063.41,293.399,3148.6,170.29,4148.16,55.6186,5213.17,-57.8189,6347.33,-277.706,7349.03,7890.973,-4341.116
389,-542.991,4073.27,293.234,3148.47,170.134,4148.15,55.4181,5213.14,-56.8553,6347.19,-277.676,7348.96,7891.951,-4350.946
390,-544.154,4082.81,292.968,3148.34,170.139,4147.96,55.0692,5213.47,-57.5424,6347.15,-277.912,7348.7,7892.854,-4360.722
391,-545.523,4092.43,292.925,3148.83,170.183,4148.03,55.1801,5213.59,-52.0594,6329.18,-277.963,7348.82,7894.343,-4370.393
392,-547.44,4102.29,293.24,3148.49,170.063,4148.17,55.0403,5213.71,-53.1105,6330.13,-277.775,7349.04,7896.48,-4380.065
393,-548.784,4112.17,293.264,3148.55,170.194,4148.1,55.1046,5213.61,-51.6832,6330.05,-277.885,7348.99,7897.774,-4390.055
