Objects
100
,,Global Angle husky-radar:husky-radar,,,,,,Global Angle reflector1:reflector1,,,,,,Global Angle reflector2:reflector2,,,,,,Global Angle reflector3:reflector3,,,,,,Global Angle reflector4:reflector4,,,,,,Global Angle reflector5:reflector5,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
196,0,0.118519,0.0351668,3.36356,53.5865,860.001,549.465,-0.00623952,-0.00193966,-0.000994338,-587.719,2599.31,117.879,0.129076,0.0318055,3.41659,-792.915,3764,140.972,0.139916,0.0541278,3.39907,-898.942,4837.98,129.366,0.150827,0.0350989,3.30449,-932.033,5927.6,109.172,0.0163706,-0.000407685,0.00916105,-1009.18,7099.32,60.2283
197,0,0.119309,0.06587,3.36385,52.9782,864.816,549.524,-0.00616165,-6.9433e-05,-0.00167239,-587.865,2599.3,117.92,0.129069,0.0318552,3.41662,-792.891,3764.01,140.976,0.138205,0.052596,3.39915,-899.451,4838.44,129.456,0.150905,0.0355649,3.30347,-932.304,5927.93,109.358,0.0152562,3.31208e-05,0.0091196,-1009.19,7099.25,60.2187
198,0,0.115757,0.0351219,3.36412,52.041,869.377,549.91,-0.00295266,-0.00151023,-6.65529e-05,-587.343,2599.7,117.436,0.129203,0.0317797,3.4165,-792.768,3764.1,140.975,0.135828,0.0513814,3.39836,-899.873,4838.94,129.538,0.151631,0.0358203,3.30194,-932.565,5928.33,109.515,0.0166198,-0.000245633,0.00976937,-1009.18,7099.28,60.245
199,0,0.111604,-0.00097246,3.36358,52.1848,874.486,549.397,-0.00283955,-0.00107367,-0.000153702,-587.241,2599.79,117.41,0.128991,0.0315942,3.41642,-792.601,3764.19,140.948,0.137797,0.0528547,3.39869,-899.694,4838.9,129.491,0.149205,0.0373314,3.30246,-932.45,5928.28,109.424,0.0172493,-0.000358116,0.0109043,-1009.15,7099.34,60.2231
200,0,0.120777,0.0712125,3.36515,53.4992,879.623,549.046,-0.00588648,8.40364e-05,-0.00207561,-587.557,2599.52,117.913,0.128933,0.0316042,3.41639,-792.582,3764.23,140.93,0.140817,0.0545805,3.39932,-899.081,4838.42,129.453,0.148663,0.036879,3.30392,-932.059,5927.85,109.23,0.0175655,-0.00058974,0.0100179,-1009.11,7099.38,60.2374
201,0,0.117013,0.0375724,3.36686,54.1008,884.216,549.093,-0.00603221,-0.00149253,-0.0018394,-587.538,2599.47,117.883,0.12907,0.0315895,3.41643,-792.701,3764.14,140.952,0.141577,0.0554164,3.39916,-898.816,4838.1,129.373,0.149772,0.0358454,3.30436,-931.945,5927.63,109.145,0.01782,-0.00034532,0.00936414,-1009.15,7099.38,60.2104
202,0,0.115909,0.0725819,3.35463,53.3259,888.595,549.346,-0.00577985,-0.000375368,-0.00187925,-587.741,2599.35,117.931,0.129181,0.0319278,3.41648,-792.833,3764.01,140.967,0.1409,0.0543827,3.39932,-899.366,4838.31,129.381,0.150579,0.0355363,3.30388,-932.22,5927.81,109.29,0.0175577,-0.000838454,0.0085704,-1009.16,7099.36,60.2336
203,0,0.118256,0.0511431,3.35488,52.6071,893.163,549.659,-0.0027834,-0.00160696,-5.17708e-05,-587.419,2599.57,117.417,0.129039,0.0319468,3.41652,-792.845,3763.94,140.991,0.137939,0.0526291,3.39856,-900.031,4838.72,129.39,0.151056,0.0356675,3.3024,-932.636,5928.25,109.481,0.0170052,-0.00026721,0.00852273,-1009.21,7099.31,60.2136
204,0,0.12203,0.0807489,3.3529,52.4736,897.859,549.612,-0.00264879,-0.00138468,2.58443e-05,-587.36,2599.61,117.424,0.129078,0.031868,3.41653,-792.772,3763.97,140.969,0.136911,0.0519198,3.39847,-900.03,4838.81,129.426,0.151472,0.0358543,3.30212,-932.627,5928.3,109.498,0.0178136,-1.10749e-05,0.00917861,-1009.23,7099.28,60.218
205,0,0.119432,0.0775515,3.35259,53.4186,902.713,549.371,-0.00598458,0.000247507,-0.00157882,-587.704,2599.39,117.914,0.128956,0.0318079,3.41647,-792.661,3764.06,140.941,0.138554,0.0531836,3.39921,-899.3,4838.44,129.452,0.151248,0.0358285,3.30343,-932.2,5927.92,109.309,0.0184436,-6.89878e-05,0.00986549,-1009.21,7099.28,60.2227
206,0,0.115368,0.0537091,3.35646,54.9297,907.496,549.003,-0.00640202,-0.00170967,-0.00139706,-587.531,2599.46,117.87,0.129019,0.0315903,3.41648,-792.644,3764.12,140.932,0.14084,0.0548723,3.39912,-898.725,4838.06,129.372,0.152494,0.0347849,3.30416,-931.863,5927.58,109.156,0.0183154,-5.56489e-05,0.0100542,-1009.17,7099.29,60.2077
207,0,0.12008,0.0615278,3.3533,54.645,912.255,548.619,-0.00632033,-0.000972614,-0.00152884,-587.608,2599.42,117.906,0.129086,0.0314916,3.41652,-792.718,3764.09,140.978,0.152402,0.063044,3.40079,-899.386,4838.03,129.082,0.151171,0.0353568,3.30399,-931.993,5927.67,109.218,0.0181789,-0.000317008,0.00974791,-1009.19,7099.3,60.2297
208,0,0.122773,0.0485254,3.34165,53.3388,917.405,548.497,-0.00302542,-0.00125255,0.000192429,-587.386,2599.68,117.437,0.128978,0.0318755,3.41642,-792.805,3764.05,140.997,0.13866,0.0530047,3.39893,-899.677,4838.66,129.452,0.15086,0.0360711,3.30285,-932.412,5928.11,109.421,0.0174017,-0.000422739,0.00931519,-1009.2,7099.37,60.2345
209,0,0.12098,0.0401993,3.34428,53.1632,922.314,548.565,-0.00290538,-0.000966739,0.000363119,-587.421,2599.68,117.429,0.129115,0.0317469,3.4165,-792.804,3764.07,140.999,0.137414,0.0521048,3.39841,-900.035,4838.92,129.474,0.148084,0.0376139,3.30241,-932.667,5928.38,109.495,0.0158463,6.85651e-05,0.00875921,-1009.22,7099.35,60.2334
210,0,0.122146,0.0482369,3.35007,54.6753,926.561,548.266,-0.00294763,-0.000935229,0.000409257,-587.369,2599.71,117.4,0.129165,0.0316243,3.41648,-792.753,3764.14,140.983,0.139289,0.0535587,3.39907,-899.569,4838.67,129.461,0.151901,0.0356953,3.30303,-932.326,5928.1,109.432,0.0156892,-0.00035633,0.00935035,-1009.17,7099.36,60.2228
211,0,0.11807,0.0429044,3.34407,55.037,931.622,548.184,-0.00614805,-0.00068166,-0.00144057,-587.572,2599.44,117.876,0.129039,0.0314353,3.41647,-792.658,3764.2,140.956,0.140791,0.0545854,3.39909,-898.893,4838.27,129.402,0.152051,0.0351769,3.30386,-931.928,5927.74,109.215,0.0157533,-0.000249909,0.00941403,-1009.14,7099.36,60.2087
212,0,0.119061,0.0639281,3.34658,55.2597,936.729,548.177,-0.00639175,-0.000945728,-0.00146035,-587.539,2599.43,117.875,0.129035,0.0316441,3.41641,-792.626,3764.18,140.948,0.146402,0.0589054,3.39991,-899.068,4838.16,129.248,0.151361,0.0352221,3.30403,-931.93,5927.7,109.208,0.0165888,-0.0004548,0.00966875,-1009.13,7099.31,60.2104
213,0,0.120193,0.0310367,3.3469,54.8806,941.349,548.437,-0.00598039,0.00128093,-0.00179949,-587.766,2599.37,117.926,0.128935,0.0317195,3.41651,-792.684,3764.07,140.984,0.139721,0.0537176,3.39919,-899.554,4838.61,129.415,0.151547,0.035828,3.30296,-932.323,5928.05,109.367,0.0165948,-0.000112603,0.0096896,-1009.18,7099.29,60.216
214,0,0.137335,0.0159969,3.34035,53.7401,946.168,547.984,-0.00290742,-0.000882948,0.00028409,-587.367,2599.59,117.443,0.128976,0.0318246,3.41652,-792.773,3763.95,141.008,0.135484,0.0508424,3.39819,-900.009,4838.94,129.512,0.149852,0.036645,3.30185,-932.692,5928.36,109.507,0.0167962,-0.000304522,0.00909481,-1009.2,7099.28,60.2177
215,0,0.122311,0.0533972,3.35136,54.7876,950.681,548.199,-0.00275752,-0.000888285,0.000123497,-587.398,2599.6,117.438,0.128988,0.0316854,3.41649,-792.827,3763.97,141.018,0.136767,0.0517284,3.39873,-899.811,4838.72,129.476,0.151279,0.0357627,3.30237,-932.526,5928.15,109.457,0.0155923,-0.000127615,0.00887622,-1009.2,7099.31,60.2115
216,0,0.118555,0.0393037,3.35567,56.0511,955.824,548.018,-0.00598683,-0.000618424,-0.00169657,-587.688,2599.37,117.917,0.129146,0.03162,3.41654,-792.807,3764.05,140.979,0.140973,0.0546437,3.39934,-899.114,4838.24,129.387,0.150974,0.03566,3.30387,-932.076,5927.71,109.229,0.0155122,-0.000349536,0.00885937,-1009.17,7099.33,60.2249
217,0,0.117998,0.0480742,3.35416,56.4331,960.599,548.138,-0.00645213,-0.00180143,-0.00131999,-587.537,2599.43,117.902,0.129103,0.0314645,3.41647,-792.724,3764.15,140.957,0.146225,0.0591961,3.39979,-898.915,4838.02,129.264,0.151248,0.0351502,3.30424,-931.865,5927.6,109.183,0.016064,-0.000712674,0.00883179,-1009.13,7099.37,60.2287
218,0,0.118501,0.0470796,3.35378,55.8914,965.051,548.324,-0.00610847,-6.47665e-05,-0.00141423,-587.638,2599.43,117.901,0.129209,0.0315337,3.41648,-792.658,3764.17,140.935,0.146865,0.059116,3.40013,-899.443,4838.38,129.236,0.152061,0.0353868,3.30341,-932.084,5927.89,109.286,0.017193,3.34481e-05,0.00955949,-1009.18,7099.35,60.2225
219,0,0.120603,0.0426064,3.35294,54.9144,969.682,548.415,-0.00281829,-0.000953973,0.000477355,-587.304,2599.69,117.43,0.129173,0.0316428,3.41652,-792.682,3764.1,140.951,0.136154,0.0514394,3.39827,-899.805,4838.84,129.509,0.149277,0.0370215,3.30254,-932.554,5928.3,109.473,0.0176034,0.000131389,0.00884159,-1009.21,7099.3,60.236
220,0,0.117278,0.0418942,3.35422,55.0725,974.569,548.305,-0.00275016,-0.000764433,0.000489018,-587.397,2599.66,117.388,0.128995,0.0319205,3.4166,-792.793,3764.02,140.971,0.136357,0.0516453,3.39853,-899.919,4838.74,129.438,0.151637,0.0357027,3.30225,-932.581,5928.25,109.473,0.0174552,0.000503438,0.00919952,-1009.28,7099.3,60.2313
221,0,0.118391,0.0785763,3.35219,56.0053,979.426,547.753,-0.00584619,-0.000148382,-0.00158899,-587.796,2599.34,117.914,0.129154,0.0319326,3.41662,-792.914,3764.01,140.98,0.140905,0.0543371,3.39939,-899.407,4838.21,129.37,0.147396,0.0371493,3.30441,-932.297,5927.8,109.241,0.0176164,0.000385922,0.0086461,-1009.25,7099.24,60.2493
222,0,0.119714,0.0854456,3.35359,56.9262,984.295,547.296,-0.00627716,-0.00191351,-0.00172453,-587.649,2599.37,117.885,0.129091,0.0317448,3.4167,-792.93,3764.07,140.966,0.14188,0.0554975,3.3993,-898.916,4837.92,129.316,0.150615,0.0352172,3.30454,-932.006,5927.54,109.153,0.0176816,-0.00024737,0.00894647,-1009.18,7099.27,60.2181
223,0,0.119358,0.0730894,3.36585,56.4025,990.265,547.184,-0.00612098,-0.000697655,-0.00210412,-587.674,2599.41,117.894,0.129274,0.0315879,3.41652,-792.819,3764.14,140.947,0.147381,0.0591584,3.39999,-899.345,4838.2,129.232,0.150715,0.0353811,3.30384,-932.095,5927.74,109.238,0.0176319,-0.000382076,0.00909338,-1009.14,7099.32,60.2125
224,0,0.117802,0.0670307,3.36575,55.4129,995.072,547.638,-0.00284245,-0.000799069,7.81616e-05,-587.284,2599.75,117.421,0.129005,0.0315111,3.41638,-792.622,3764.19,140.96,0.139109,0.0536933,3.39875,-899.774,4838.91,129.471,0.152003,0.0357944,3.30202,-932.432,5928.29,109.481,0.0179773,-0.000823595,0.00995294,-1009.11,7099.4,60.2311
225,0,0.119263,0.0392801,3.3647,55.061,999.372,547.944,-0.00250736,-0.000311119,0.000475574,-587.232,2599.75,117.408,0.128927,0.0315992,3.41631,-792.494,3764.17,140.951,0.136378,0.0514528,3.39818,-899.905,4839.15,129.53,0.153203,0.0356137,3.3013,-932.515,5928.5,109.562,0.0172075,-0.000725874,0.0107489,-1009.12,7099.44,60.2166
226,0,0.120388,0.0512165,3.36547,55.9203,1004.38,547.783,-0.00277548,-0.000599806,0.000717853,-587.272,2599.72,117.42,0.129029,0.0315594,3.41636,-792.54,3764.13,140.96,0.139014,0.0533012,3.39905,-899.412,4838.72,129.512,0.152415,0.0355153,3.3031,-932.219,5928.13,109.43,0.0163188,-0.000592857,0.00978898,-1009.12,7099.4,60.2188
227,0,0.124324,0.0516431,3.36992,57.0867,1009.35,547.347,-0.00617964,-0.00130155,-0.00116787,-587.584,2599.37,117.876,0.128999,0.0317719,3.41647,-792.711,3764.07,140.963,0.140643,0.0545479,3.39906,-898.855,4838.12,129.392,0.148683,0.0365505,3.30468,-931.961,5927.71,109.169,0.0155792,-0.0002391,0.00838943,-1009.1,7099.33,60.1978
228,0,0.119991,0.0307949,3.36566,57.2039,1013.71,547.419,-0.00628978,-0.00183225,-0.00134232,-587.644,2599.34,117.876,0.129136,0.0316881,3.41655,-792.849,3764.04,140.964,0.152429,0.0633152,3.40064,-899.373,4837.9,129.057,0.14738,0.0370087,3.30484,-932.061,5927.66,109.156,0.0152593,-0.000167514,0.00738409,-1009.11,7099.29,60.1987
229,0,0.122795,0.0364268,3.36589,56.5234,1018.66,547.283,-0.00617018,0.000728458,-0.00201377,-587.867,2599.31,117.911,0.128989,0.0318411,3.41662,-792.888,3764.02,140.971,0.138482,0.0528039,3.39901,-899.586,4838.48,129.438,0.148432,0.036962,3.30348,-932.425,5928,109.34,0.0156846,0.00016502,0.00783432,-1009.14,7099.29,60.2066
230,0,0.122802,0.0419365,3.36594,55.8778,1023.66,547.188,-0.00288262,-0.00115229,-0.000165946,-587.385,2599.63,117.4,0.128867,0.0317234,3.41661,-792.834,3764.03,140.966,0.137655,0.0523102,3.39843,-900.049,4838.82,129.429,0.151457,0.0358425,3.30171,-932.641,5928.27,109.497,0.0162625,0.000309715,0.00879814,-1009.21,7099.32,60.2155
231,0,0.11803,0.0288936,3.36191,56.1325,1028.81,547.108,-0.00273563,-0.000669183,-0.000195094,-587.392,2599.65,117.409,0.1292,0.0317296,3.41652,-792.783,3764.06,140.973,0.146224,0.0589257,3.39974,-899.947,4838.58,129.243,0.151156,0.0360213,3.30264,-932.441,5928.05,109.413,0.0166483,0.000357178,0.009165,-1009.24,7099.29,60.2255
232,0,0.128354,0.02294,3.37022,57.5632,1033.38,546.583,-0.00617372,-0.000484727,-0.00154305,-587.681,2599.4,117.893,0.12908,0.0317113,3.41642,-792.767,3764.1,140.961,0.140173,0.0540102,3.39912,-898.973,4838.2,129.418,0.151097,0.0354495,3.30396,-932.026,5927.68,109.204,0.016311,-1.975e-05,0.0100735,-1009.27,7099.32,60.236
233,0,0.121262,0.0435806,3.36683,57.819,1037.84,547.006,-0.006361,-0.00140756,-0.00136722,-587.594,2599.42,117.901,0.129177,0.031483,3.41647,-792.752,3764.14,140.947,0.140623,0.0547352,3.39908,-898.775,4838.1,129.402,0.151317,0.0352038,3.30424,-931.913,5927.6,109.179,0.0153061,-0.000109868,0.00946737,-1009.23,7099.34,60.2286
234,0,0.120014,0.0437143,3.36684,57.0903,1042.41,547.575,-0.0061523,0.000549748,-0.00167331,-587.718,2599.41,117.927,0.129216,0.0315986,3.41645,-792.704,3764.15,140.948,0.151395,0.0623553,3.40071,-899.758,4838.44,129.155,0.151679,0.0355626,3.30322,-932.186,5927.97,109.346,0.0145728,-3.04383e-05,0.00904033,-1009.18,7099.34,60.2181
235,0,0.122211,0.0282018,3.37347,56.0863,1047.41,547.912,-0.00288344,-0.000805063,0.000304186,-587.297,2599.7,117.407,0.129049,0.0319208,3.41641,-792.667,3764.1,140.936,0.148714,0.0605775,3.39979,-900.358,4838.89,129.181,0.151482,0.0361424,3.30162,-932.555,5928.41,109.532,0.015846,-0.000199313,0.00909087,-1009.17,7099.38,60.2149
236,0,0.129012,0.0609312,3.36238,56.8545,1051.98,548.453,-0.00286351,-0.000901473,0.000586114,-587.307,2599.69,117.426,0.129041,0.0317095,3.41652,-792.682,3764.06,140.949,0.146222,0.0587833,3.39944,-900.181,4838.81,129.274,0.151886,0.0357733,3.30194,-932.531,5928.31,109.534,0.0167295,6.59492e-05,0.00860356,-1009.16,7099.33,60.208
237,0,0.119868,-0.000174227,3.36489,57.9556,1056.63,548.316,-0.00591078,0.00028854,-0.00125237,-587.694,2599.37,117.923,0.128999,0.0318059,3.41651,-792.74,3764.01,140.982,0.15162,0.0624055,3.40083,-899.701,4838.18,129.104,0.15119,0.0354835,3.30356,-932.156,5927.8,109.281,0.0175201,-0.000177996,0.00874238,-1009.15,7099.35,60.2085
238,0,0.127135,0.0192948,3.36996,58.5511,1061.09,547.749,-0.00638017,-0.00162764,-0.00114627,-587.601,2599.34,117.915,0.128929,0.0318939,3.41661,-792.799,3763.96,140.997,0.140628,0.0547166,3.39905,-898.843,4837.94,129.39,0.151316,0.0348395,3.30431,-931.969,5927.53,109.178,0.0174261,-0.000461885,0.00824178,-1009.14,7099.27,60.2137
239,0,0.13074,0.0615425,3.36104,58.5056,1066.04,548.462,-0.00607513,-0.000470265,-0.0016103,-587.68,2599.34,117.92,0.129008,0.0320365,3.41652,-792.785,3764.01,140.985,0.13926,0.0532672,3.39907,-899.137,4838.25,129.439,0.151145,0.0354775,3.30394,-932.119,5927.76,109.256,0.0169631,-0.000181572,0.00885906,-1009.13,7099.27,60.215
240,0,0.121939,0.0321023,3.3668,57.4979,1070.42,548.244,-0.00301388,-0.001279,3.44013e-05,-587.325,2599.68,117.433,0.129057,0.0316209,3.41656,-792.726,3764.12,140.945,0.145957,0.0586276,3.39963,-900.06,4838.73,129.26,0.152029,0.035721,3.30233,-932.464,5928.24,109.472,0.0172914,-0.000215038,0.00964602,-1009.18,7099.31,60.2262
241,0,0.12135,0.0346321,3.36732,57.5652,1075.2,548.005,-0.00282434,-0.000816353,-0.000248262,-587.312,2599.72,117.396,0.129189,0.0316945,3.41639,-792.681,3764.22,140.924,0.145878,0.0586206,3.39933,-900.165,4838.92,129.273,0.153224,0.0354761,3.30167,-932.492,5928.38,109.531,0.0170795,-0.000155708,0.0104534,-1009.22,7099.37,60.2479
242,0,0.117078,0.0199981,3.36323,58.4455,1080.48,547.55,-0.00585121,0.000563705,-0.00184852,-587.727,2599.4,117.923,0.129111,0.0317605,3.41642,-792.724,3764.22,140.919,0.139468,0.0535517,3.39923,-899.308,4838.51,129.449,0.152128,0.0356135,3.30332,-932.152,5927.96,109.316,0.0178035,0.000101029,0.0100974,-1009.22,7099.37,60.2255
243,0,0.119855,0.0385124,3.36774,59.5167,1085.21,547.306,-0.00646167,-0.00178826,-0.001264,-587.617,2599.38,117.896,0.12908,0.0317816,3.41651,-792.813,3764.11,140.957,0.142276,0.0559402,3.39922,-898.833,4837.95,129.354,0.151629,0.0349457,3.30454,-931.921,5927.58,109.184,0.0184252,-0.000452003,0.00933551,-1009.19,7099.35,60.2309
244,0,0.119065,0.0375845,3.36825,59.3163,1090.04,547.092,-0.00616899,-0.00116433,-0.000911455,-587.689,2599.37,117.897,0.128852,0.0317273,3.41655,-792.839,3763.97,141.001,0.141667,0.054961,3.39935,-899.076,4838.01,129.326,0.151034,0.0349782,3.30432,-932.056,5927.62,109.209,0.0179842,-0.000386426,0.00827339,-1009.15,7099.33,60.2089
245,0,0.119795,0.0354141,3.36716,58.1083,1094.84,547.263,-0.00566198,0.00188521,-0.00145695,-587.882,2599.36,117.944,0.128815,0.0319484,3.41666,-792.784,3763.94,140.996,0.138329,0.052763,3.3989,-899.721,4838.56,129.442,0.151254,0.0355833,3.3028,-932.455,5928.08,109.423,0.018115,-0.000462005,0.00808631,-1009.16,7099.34,60.2243
246,0,0.117343,0.0240406,3.36195,57.1294,1100.13,547.541,-0.00266473,-0.000593089,0.000525281,-587.31,2599.74,117.406,0.1288,0.0316775,3.41644,-792.661,3764.02,140.988,0.136521,0.0517157,3.39833,-900.032,4839,129.515,0.152009,0.0359236,3.30142,-932.622,5928.42,109.552,0.0166257,-0.000158176,0.00833829,-1009.14,7099.38,60.216
247,0,0.126467,0.0573538,3.36592,58.4045,1104.9,547.778,-0.00259438,-0.000550055,0.000377975,-587.249,2599.77,117.396,0.128786,0.0315368,3.41628,-792.567,3764.17,140.933,0.139738,0.0542943,3.39897,-899.616,4838.82,129.456,0.151759,0.035961,3.30249,-932.321,5928.2,109.433,0.0163154,-0.000195227,0.00975978,-1009.13,7099.42,60.229
248,0,0.118196,-0.00772729,3.36722,59.5089,1109.73,547.739,-0.00597283,-0.000372267,-0.00140008,-587.568,2599.46,117.882,0.129117,0.0316171,3.41633,-792.604,3764.23,140.93,0.140224,0.0540661,3.39914,-898.866,4838.42,129.458,0.151882,0.0354026,3.30364,-931.897,5927.8,109.23,0.0158597,-0.000350272,0.0100781,-1009.12,7099.43,60.2391
249,0,0.115267,0.0126938,3.3662,59.3319,1114.37,547.38,-0.00624682,-0.00152994,-0.00148147,-587.577,2599.38,117.881,0.129125,0.0317048,3.41641,-792.736,3764.16,140.941,0.14628,0.0589007,3.39981,-899.01,4838.16,129.259,0.151818,0.0351402,3.30401,-931.886,5927.7,109.195,0.015785,-0.0002528,0.0100699,-1009.14,7099.36,60.2332
250,0,0.118745,0.0350858,3.36978,58.6063,1118.88,547.791,-0.00608602,0.000300979,-0.00163674,-587.818,2599.27,117.949,0.128985,0.0318884,3.41648,-792.835,3764.01,140.988,0.150808,0.0618962,3.40068,-899.915,4838.36,129.133,0.147734,0.0374977,3.30363,-932.361,5927.99,109.31,0.0163769,-0.000335349,0.00901627,-1009.13,7099.33,60.2318
251,0,0.119582,0.0277373,3.36917,57.9158,1123.71,548.007,-0.00305174,-0.00156099,0.000145924,-587.416,2599.57,117.438,0.129063,0.031932,3.41659,-792.903,3763.95,141.007,0.145983,0.0585219,3.39953,-900.389,4838.71,129.229,0.151154,0.0357622,3.3019,-932.681,5928.28,109.521,0.0169425,-0.00037112,0.0080814,-1009.15,7099.3,60.2098
252,0,0.119827,0.0266912,3.36737,58.1483,1128.51,548.032,-0.00293331,-0.00135539,-0.000198725,-587.375,2599.68,117.422,0.128987,0.0318351,3.41656,-792.862,3764,140.983,0.146068,0.058754,3.39978,-900.105,4838.54,129.249,0.152156,0.0353306,3.30239,-932.527,5928.1,109.459,0.0169959,-0.000129951,0.00768922,-1009.16,7099.32,60.209
253,0,0.123394,0.00985667,3.3712,59.507,1133.65,547.467,-0.00593684,-0.000590642,-0.00206222,-587.61,2599.47,117.921,0.129183,0.0316922,3.41656,-792.742,3764.13,140.949,0.147034,0.0590649,3.40016,-899.242,4838.1,129.284,0.147935,0.0370529,3.30443,-932.092,5927.69,109.18,0.0165312,-1.90525e-05,0.00772005,-1009.13,7099.36,60.2079
254,0,0.135525,0.0351131,3.36667,60.9302,1138.81,547.428,-0.00622388,-0.00173736,-0.00172695,-587.461,2599.51,117.86,0.129201,0.0316318,3.41648,-792.662,3764.22,140.91,0.140488,0.0548164,3.39893,-898.588,4838.02,129.409,0.152095,0.0348901,3.3042,-931.813,5927.56,109.148,0.0165451,2.6225e-06,0.00904699,-1009.13,7099.39,60.2065
255,0,0.129795,0.0827162,3.3624,60.3644,1143.51,547.76,-0.00598374,-0.000146473,-0.00146697,-587.634,2599.43,117.909,0.128932,0.0316666,3.41641,-792.652,3764.15,140.929,0.141084,0.0547339,3.39931,-899.14,4838.41,129.415,0.151596,0.0354994,3.30358,-932.039,5927.85,109.285,0.0169833,-0.000112647,0.00913382,-1009.18,7099.34,60.2129
256,0,-2.82837,0.1666,0.148264,85.321,1148.9,547.57,-0.00271251,-0.001117,0.000717511,-587.376,2599.61,117.415,0.129037,0.0317194,3.41645,-792.714,3764.04,140.951,0.13552,0.0509525,3.39821,-899.841,4838.91,129.503,0.149841,0.0370089,3.30225,-932.55,5928.35,109.466,0.0167253,-0.000335729,0.0101991,-1009.21,7099.34,60.223
257,0,-2.83344,0.166257,0.148674,85.3725,1153.87,547.361,-0.00276537,-0.000985559,0.000733442,-587.44,2599.54,117.435,0.128826,0.031946,3.41653,-792.778,3763.95,140.986,0.146037,0.0588061,3.39962,-900.408,4838.78,129.207,0.1512,0.0358524,3.30194,-932.65,5928.37,109.545,0.0173372,-0.000193964,0.0101044,-1009.2,7099.28,60.2361
258,0,-2.82638,0.165167,0.150639,86.2467,1159.14,546.978,-0.00571593,0.000554321,-0.00150327,-587.805,2599.32,117.946,0.128957,0.0320542,3.41662,-792.805,3763.97,140.978,0.138929,0.0530236,3.39932,-899.451,4838.38,129.435,0.150873,0.035519,3.30344,-932.29,5927.91,109.342,0.0180983,-0.000125251,0.0094328,-1009.2,7099.24,60.2318
259,0,-0.0875265,-0.0644449,-2.915,62.2344,1162.64,547.281,-0.00630195,-0.00165422,-0.00147982,-587.552,2599.45,117.872,0.129067,0.0317916,3.41659,-792.745,3764.06,140.957,0.141162,0.0551609,3.39911,-898.813,4837.96,129.373,0.150694,0.0350453,3.30445,-931.939,5927.56,109.159,0.0183236,-0.000161952,0.00896418,-1009.18,7099.28,60.2202
260,0,-0.0859258,-0.0353744,-2.91421,62.4456,1168.28,547.499,-0.00604622,-0.000639428,-0.00168082,-587.527,2599.51,117.883,0.128837,0.031663,3.41648,-792.626,3764.16,140.953,0.146629,0.0592484,3.40016,-899.165,4838.08,129.251,0.151865,0.0349643,3.3039,-931.975,5927.67,109.226,0.0186778,-0.000183436,0.00894369,-1009.17,7099.31,60.2235
261,0,-0.107052,-0.0408359,-2.9244,60.2318,1171.88,546.579,-0.00573952,0.00216508,-0.00208827,-587.757,2599.46,117.925,0.128993,0.031551,3.41645,-792.601,3764.17,140.939,0.145931,0.0588241,3.39978,-899.907,4838.71,129.262,0.151892,0.0357518,3.30234,-932.369,5928.19,109.436,0.0180468,9.44959e-05,0.00957484,-1009.2,7099.38,60.2508
262,0,-0.106731,-0.0279535,-2.91025,60.0107,1177.46,546.646,-0.00279665,-0.00108034,0.000233751,-587.324,2599.67,117.426,0.129014,0.0316392,3.4164,-792.695,3764.13,140.965,0.13542,0.0510155,3.39813,-899.947,4839.08,129.549,0.151715,0.0360129,3.30167,-932.593,5928.46,109.559,0.0167894,-0.000260835,0.00978643,-1009.24,7099.4,60.2658
263,0,-0.11478,-0.0510999,-2.91347,61.0233,1182.58,546.966,-0.00299572,-0.0015317,0.000346134,-587.421,2599.6,117.43,0.129142,0.03198,3.41639,-792.823,3764.13,140.964,0.140199,0.0542079,3.39935,-899.65,4838.65,129.429,0.151435,0.0360306,3.3031,-932.341,5928.14,109.425,0.015814,-0.000451334,0.0100775,-1009.21,7099.4,60.2462
264,0,-0.10217,-0.0134228,-2.9145,61.5596,1187.28,546.426,-0.00637538,-0.00191014,-0.00138313,-587.695,2599.33,117.887,0.129027,0.0316722,3.41644,-792.879,3764.14,140.952,0.152198,0.0631988,3.4007,-899.366,4837.98,129.064,0.151245,0.0352931,3.30431,-931.988,5927.68,109.208,0.0157674,-0.000531683,0.00939606,-1009.14,7099.34,60.2291
265,0,-0.105853,-0.0286152,-2.91076,61.8327,1191.85,546.535,-0.00645906,-0.00211966,-0.00160721,-587.574,2599.41,117.878,0.129308,0.0316205,3.41656,-792.819,3764.14,140.95,0.146671,0.0591051,3.39981,-899.013,4837.96,129.236,0.143838,0.054114,3.31283,-931.44,5927.73,109.821,0.0171605,-0.000686924,0.00887488,-1009.09,7099.32,60.19
