Objects
100
,,Global Angle husky-radar:husky-radar,,,,,,Global Angle reflector1:reflector1,,,,,,Global Angle reflector2:reflector2,,,,,,Global Angle reflector3:reflector3,,,,,,Global Angle reflector4:reflector4,,,,,,Global Angle reflector5:reflector5,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
55,0,0.116145,0.0473417,3.37214,33.3961,181.099,563.335,-0.00265656,-0.000873975,0.000779643,-587.325,2599.66,117.444,0.129107,0.031866,3.41657,-792.716,3764,140.983,0.137215,0.0523402,3.39855,-899.915,4838.75,129.466,0.151732,0.0356346,3.30209,-932.556,5928.26,109.519,0.0185614,-0.000401644,0.00837915,-1009.2,7099.37,60.2437
56,0,0.128003,0.0369163,3.36416,33.7597,184.898,562.758,-0.00259768,-0.000670868,0.000586503,-587.318,2599.7,117.433,0.128981,0.0316668,3.41659,-792.707,3764,140.995,0.137688,0.0527791,3.3988,-899.681,4838.59,129.452,0.15187,0.0356445,3.30262,-932.433,5928.1,109.429,0.0183456,-4.68989e-05,0.00860619,-1009.19,7099.3,60.2188
57,0,0.126757,0.0296434,3.36087,35.6988,188.366,561.922,-0.00594781,-0.000414814,-0.00161175,-587.661,2599.39,117.918,0.128971,0.0316146,3.41652,-792.765,3764.05,140.961,0.141539,0.0550897,3.39951,-899.096,4838.14,129.389,0.148234,0.03669,3.30431,-932.1,5927.71,109.192,0.0177637,-0.000222297,0.00894243,-1009.17,7099.24,60.2174
58,0,0.125233,-0.0198633,3.36324,36.0789,193.116,560.788,-0.00637631,-0.00187911,-0.0017547,-587.598,2599.37,117.93,0.129426,0.031724,3.41655,-792.839,3764.13,140.962,0.142171,0.0559497,3.39929,-898.851,4838.01,129.357,0.151776,0.0347842,3.30423,-931.94,5927.58,109.186,0.0177968,-0.00019194,0.00993615,-1009.18,7099.24,60.2367
59,0,0.137663,0.0180106,3.36364,35.0723,197.942,561.389,-0.00607223,-0.000678614,-0.00209316,-587.75,2599.36,117.942,0.129246,0.0316857,3.41649,-792.859,3764.16,140.952,0.141553,0.0548464,3.39948,-899.32,4838.39,129.396,0.151022,0.0352423,3.30352,-932.158,5927.84,109.298,0.0178576,-0.00093885,0.010333,-1009.17,7099.31,60.2349
60,0,0.114703,0.00304935,3.36122,33.798,203.005,561.867,-0.00303794,-0.0014313,0.00017209,-587.394,2599.64,117.457,0.129135,0.0317521,3.41647,-792.787,3764.15,140.982,0.138068,0.0526746,3.39849,-899.853,4838.86,129.475,0.152433,0.0355451,3.30207,-932.508,5928.26,109.497,0.0181946,-0.00104546,0.0103452,-1009.2,7099.38,60.2387
61,0,0.122959,0.00157494,3.3672,33.6923,207.014,562.316,-0.00295179,-0.000933574,0.000558875,-587.35,2599.7,117.455,0.128966,0.0317068,3.41646,-792.681,3764.12,140.981,0.135974,0.0514533,3.39833,-899.809,4838.94,129.549,0.152033,0.0357095,3.30205,-932.516,5928.32,109.529,0.0178702,-0.000975251,0.00963076,-1009.17,7099.42,60.227
62,0,0.126738,0.035542,3.36115,35.0558,211.116,561.792,-0.00289757,-0.000749007,0.000773791,-587.272,2599.77,117.417,0.128906,0.0317297,3.41638,-792.583,3764.11,140.956,0.140457,0.054142,3.39928,-899.323,4838.53,129.466,0.151817,0.0354152,3.30337,-932.17,5927.97,109.355,0.0172814,-0.000821003,0.00886049,-1009.08,7099.4,60.2049
63,0,0.139161,0.0129917,3.36433,36.5047,215.179,560.972,-0.00605556,-0.000684051,-0.000848422,-587.515,2599.49,117.904,0.12888,0.031837,3.41641,-792.56,3764.11,140.963,0.140213,0.0543488,3.39905,-898.825,4838.22,129.448,0.151249,0.0354682,3.3042,-931.923,5927.71,109.221,0.0161486,-0.00059824,0.00774431,-1009,7099.35,60.1846
64,0,0.129568,0.039775,3.36245,37.0069,221.565,563.022,-0.00594326,-0.000230473,-0.00126979,-587.596,2599.46,117.907,0.128947,0.031838,3.41645,-792.634,3764.1,140.946,0.139517,0.0536976,3.39921,-899.029,4838.34,129.453,0.152101,0.0349927,3.30378,-932.03,5927.8,109.266,0.0160345,0.000164717,0.00804686,-1009.05,7099.28,60.2006
65,0,0.113544,0.0431374,3.37719,35.778,224.886,562.645,-0.00571987,0.00200544,-0.00163757,-587.851,2599.37,117.964,0.129208,0.0317125,3.41648,-792.742,3764.05,140.962,0.137571,0.0523536,3.39867,-899.705,4838.76,129.497,0.152032,0.0356556,3.3024,-932.432,5928.17,109.46,0.0157784,4.57914e-05,0.00842297,-1009.14,7099.31,60.2182
66,0,0.12996,0.0311153,3.36329,33.8942,229.952,562.885,-0.00272223,-0.00111926,0.000304308,-587.408,2599.6,117.447,0.12898,0.0317286,3.41647,-792.821,3764.04,140.976,0.145729,0.0583732,3.3995,-900.313,4838.82,129.23,0.151907,0.0356532,3.30179,-932.611,5928.32,109.516,0.0161817,0.000205334,0.00959732,-1009.24,7099.38,60.2381
67,0,-2.93619,0.119327,0.127753,61.3602,234.322,561.107,-0.00282983,-0.00123277,0.000197905,-587.449,2599.59,117.457,0.12897,0.0318328,3.41647,-792.859,3764.02,140.982,0.146762,0.0589335,3.40028,-899.866,4838.41,129.233,0.149274,0.0366444,3.30336,-932.395,5928.01,109.356,0.0159308,0.000225941,0.00904807,-1009.26,7099.4,60.2449
68,0,-2.87993,0.127949,0.146018,63.7788,236.287,559.55,-0.00616723,-0.00131687,-0.00167174,-587.659,2599.32,117.939,0.129056,0.0318379,3.4165,-792.836,3764.02,140.972,0.142447,0.0558524,3.39921,-899.007,4838.04,129.358,0.150654,0.0352199,3.30427,-932.037,5927.6,109.19,0.0162225,0.000388349,0.00864159,-1009.21,7099.34,60.218
69,0,-2.88623,0.117753,0.147166,63.8759,240.333,559.196,-0.00611356,-0.00123266,-0.00193124,-587.579,2599.39,117.948,0.128889,0.031789,3.4165,-792.764,3764.04,140.969,0.14184,0.0556549,3.39922,-898.93,4838.02,129.368,0.151659,0.0347791,3.30415,-931.987,5927.59,109.194,0.0155848,0.000572239,0.00786376,-1009.16,7099.27,60.2213
70,0,-2.91979,0.183925,0.14282,62.5686,243.642,559.332,-0.006039,0.000732577,-0.00226739,-587.682,2599.43,117.957,0.128927,0.0316329,3.41647,-792.677,3764.09,140.96,0.140344,0.0546034,3.39949,-899.445,4838.46,129.447,0.151346,0.0355485,3.30318,-932.263,5927.93,109.354,0.0163244,0.000542853,0.00812636,-1009.15,7099.27,60.2169
71,0,-2.89085,0.16803,0.14629,60.9388,251.603,560.547,-0.00298211,-0.00103034,-0.000125237,-587.254,2599.72,117.442,0.128915,0.031694,3.41637,-792.646,3764.12,140.958,0.148663,0.0609184,3.40003,-900.251,4838.7,129.172,0.152086,0.0356392,3.30205,-932.501,5928.27,109.498,0.0174598,0.000557287,0.00929272,-1009.21,7099.3,60.2215
72,0,-2.89483,0.164446,0.144909,61.6982,255.855,560.336,-0.00309553,-0.00138472,0.000265969,-587.305,2599.68,117.459,0.129014,0.0315947,3.41649,-792.705,3764.11,140.966,0.136748,0.0520166,3.3986,-899.618,4838.73,129.526,0.150946,0.0359509,3.30255,-932.411,5928.13,109.444,0.0179408,-0.000221254,0.0101812,-1009.23,7099.33,60.233
73,0,-2.69247,0.103824,0.146287,64.5272,262.399,561.702,-0.00628282,-0.00056258,-0.0012369,-587.716,2599.32,117.934,0.128988,0.0319143,3.41647,-792.785,3764.05,140.983,0.139331,0.05329,3.39899,-899.157,4838.29,129.438,0.150439,0.0357706,3.30394,-932.12,5927.76,109.259,0.0175195,-0.000287812,0.00996032,-1009.22,7099.34,60.2255
74,0,-2.70912,0.109323,0.145462,65.0853,267.986,561.274,-0.0063722,-0.00146451,-0.00115637,-587.704,2599.31,117.926,0.128875,0.031869,3.41652,-792.84,3763.99,141,0.14042,0.054058,3.39923,-899.027,4838.11,129.389,0.150847,0.0351641,3.30415,-932.05,5927.65,109.221,0.016879,-0.000576381,0.0096589,-1009.15,7099.31,60.215
75,0,-2.72959,0.142234,0.168097,62.8617,274.159,562.231,-0.00620475,0.000431608,-0.00140421,-587.789,2599.33,117.962,0.128987,0.0317032,3.41642,-792.802,3764,141.002,0.150677,0.0619636,3.40087,-899.863,4838.33,129.13,0.1508,0.035672,3.30339,-932.275,5927.92,109.344,0.0172032,-0.00045298,0.00919158,-1009.11,7099.26,60.2001
76,0,-2.90118,0.129678,0.138563,61.4018,277.844,559.597,-0.00299047,-0.00114433,0.000223493,-587.318,2599.71,117.447,0.128895,0.0317725,3.41647,-792.681,3764.07,140.982,0.137541,0.0527114,3.39858,-899.879,4838.85,129.493,0.15159,0.0357001,3.30196,-932.528,5928.29,109.51,0.0180965,-0.000621139,0.00936697,-1009.07,7099.25,60.1928
77,0,-2.92139,0.111012,0.151463,62.0593,282.32,560.017,-0.00295255,-0.000815945,0.000348271,-587.266,2599.76,117.434,0.128882,0.0316766,3.41638,-792.59,3764.17,140.962,0.136356,0.0518025,3.39835,-899.695,4838.85,129.535,0.15239,0.0353147,3.30223,-932.439,5928.26,109.513,0.0184173,-0.000555203,0.0102706,-1009.11,7099.3,60.2187
78,0,-2.96915,0.174169,0.14562,64.2514,290.859,558.815,-0.00610359,0.000109111,-0.00155797,-587.635,2599.47,117.926,0.129132,0.0315913,3.41644,-792.62,3764.21,140.946,0.143796,0.056919,3.39973,-899.305,4838.38,129.375,0.151692,0.0353974,3.30371,-932.074,5927.87,109.317,0.0193889,-0.000617616,0.0103532,-1009.19,7099.34,60.2307
79,0,-2.91711,0.176143,0.142436,64.6598,295.494,558.539,-0.00633189,-0.00156579,-0.00116443,-587.586,2599.4,117.904,0.129198,0.0318104,3.41649,-792.735,3764.16,140.954,0.139767,0.0541074,3.39889,-898.781,4838.14,129.447,0.151332,0.0351341,3.30439,-931.914,5927.66,109.21,0.017733,-0.000254647,0.0100208,-1009.23,7099.37,60.2311
80,0,-2.94283,0.188601,0.136085,65.4237,299.925,558.378,-0.00602846,-0.000782772,-0.00123454,-587.728,2599.32,117.924,0.128952,0.0318454,3.41648,-792.81,3764.07,140.967,0.140789,0.0543607,3.39931,-899.152,4838.26,129.409,0.151321,0.0353051,3.30399,-932.074,5927.79,109.283,0.0157534,-2.67687e-05,0.00889918,-1009.23,7099.38,60.2398
81,0,-2.93381,0.186549,0.138391,64.267,305.915,558.54,-0.00541553,0.00147541,-0.00197027,-587.902,2599.31,117.956,0.128934,0.0318363,3.41644,-792.831,3764.05,140.967,0.149473,0.0610911,3.40038,-900.146,4838.56,129.153,0.151865,0.0356168,3.30275,-932.436,5928.15,109.451,0.014888,0.0001311,0.00829875,-1009.17,7099.37,60.211
82,0,-2.92251,0.178175,0.144313,62.36,312.174,558.74,-0.00280745,-0.00137731,0.000142583,-587.324,2599.65,117.432,0.129053,0.0317355,3.41649,-792.795,3764.06,140.943,0.146084,0.0589336,3.39957,-900.163,4838.74,129.264,0.152143,0.0355839,3.3021,-932.512,5928.26,109.503,0.0149358,0.000345042,0.0072991,-1009.1,7099.35,60.2143
83,0,-2.94889,0.188777,0.136103,64.739,315.843,557.826,-0.00278839,-0.00129974,-4.16971e-05,-587.267,2599.74,117.399,0.129196,0.0316053,3.41647,-792.726,3764.12,140.937,0.14011,0.0542089,3.39938,-899.432,4838.52,129.435,0.148002,0.0373582,3.3037,-932.302,5928,109.291,0.0165001,-0.000112081,0.00757622,-1009.1,7099.39,60.1694
84,0,-2.88819,0.17782,0.149235,66.0571,320.358,557.532,-0.00611963,-0.000973623,-0.0015025,-587.543,2599.45,117.918,0.129056,0.0318028,3.41652,-792.668,3764.13,140.947,0.146719,0.0591256,3.40007,-899.142,4838.09,129.259,0.150729,0.0355564,3.30419,-931.986,5927.69,109.212,0.0171104,-0.000387185,0.00787737,-1009.11,7099.38,60.213
85,0,-2.89535,0.167969,0.141843,66.2096,324.472,558.122,-0.00603357,-0.000609423,-0.00140704,-587.61,2599.42,117.919,0.129029,0.0318069,3.4164,-792.673,3764.07,140.976,0.152415,0.0631773,3.40064,-899.471,4838.14,129.106,0.151733,0.0351133,3.30399,-932.044,5927.76,109.249,0.0166839,-0.000157342,0.00877605,-1009.17,7099.37,60.2172
86,0,,,,,,,-0.00569021,0.00169154,-0.00152639,-587.833,2599.36,117.972,0.129018,0.0318924,3.41646,-792.704,3764.03,140.983,0.138841,0.0532919,3.39897,-899.649,4838.72,129.476,0.151206,0.0360246,3.30284,-932.413,5928.14,109.425,0.0160303,-8.21477e-05,0.00913652,-1009.23,7099.35,60.2351
87,0,,,,,,,-0.00295304,-0.00105803,0.000559817,-587.375,2599.65,117.448,0.129058,0.0318285,3.41643,-792.744,3764.05,140.985,0.138336,0.0528849,3.39853,-900.005,4839,129.479,0.152067,0.0356448,3.30164,-932.592,5928.37,109.529,0.0151837,-0.000252429,0.00940923,-1009.22,7099.37,60.2321
88,0,-2.60913,-2.26878,1.41012,-882.93,4799.43,69.2802,-0.00306855,-0.00127876,0.000333468,-587.366,2599.69,117.432,0.129187,0.0316841,3.41647,-792.794,3764.11,140.958,0.138261,0.0530657,3.39899,-899.602,4838.73,129.486,0.151569,0.0359474,3.30252,-932.373,5928.1,109.413,0.0162029,-2.29174e-05,0.00942269,-1009.19,7099.36,60.2376
89,0,-2.60531,-2.21748,1.41319,-878.56,4801.58,69.1368,-0.00629668,-0.000915562,-0.00155375,-587.662,2599.45,117.92,0.129084,0.031547,3.41652,-792.82,3764.17,140.945,0.146577,0.058988,3.40018,-899.226,4838.18,129.264,0.151289,0.0353555,3.30382,-932.018,5927.68,109.228,0.0177527,-0.000525188,0.00901647,-1009.11,7099.33,60.2132
90,0,-2.59611,-2.17868,1.46055,-878.3,4799.66,68.2932,-0.00643055,-0.0015924,-0.00149625,-587.586,2599.46,117.892,0.129127,0.0317828,3.41656,-792.804,3764.14,140.944,0.141646,0.0554209,3.3993,-898.916,4838.05,129.357,0.14798,0.0368212,3.30462,-932.021,5927.63,109.125,0.0188417,-0.000543234,0.00881425,-1009.09,7099.31,60.203
91,0,0.124536,0.00529268,3.36278,40.5421,353.2,558.695,-0.00609167,0.000257561,-0.00162678,-587.722,2599.39,117.935,0.128991,0.0317418,3.41659,-792.746,3764.06,140.962,0.138916,0.0533049,3.39931,-899.356,4838.35,129.45,0.15115,0.0354981,3.30338,-932.24,5927.85,109.317,0.0201328,-0.000645483,0.00871498,-1009.13,7099.27,60.1999
92,0,0.117538,0.0394152,3.37818,40.3377,358.266,559.309,-0.00287067,-0.000945165,0.000450069,-587.341,2599.64,117.444,0.128896,0.0318099,3.41658,-792.738,3763.98,140.99,0.136898,0.0519299,3.3985,-899.846,4838.73,129.482,0.151839,0.0355285,3.30233,-932.551,5928.19,109.469,0.0195374,-5.55303e-05,0.00967761,-1009.22,7099.25,60.24
93,0,0.130887,0.0140927,3.36611,40.2478,363.5,559.032,-0.00303074,-0.00115399,0.000238114,-587.372,2599.6,117.433,0.129091,0.0316931,3.41651,-792.782,3764,140.974,0.149538,0.0612758,3.40017,-900.193,4838.55,129.145,0.150971,0.0357718,3.30274,-932.493,5928.13,109.453,0.0171043,0.000149636,0.00986938,-1009.29,7099.26,60.2499
94,0,0.114169,0.0151318,3.36868,42.2164,367.3,558.169,-0.00612908,-0.000456767,-0.00187484,-587.715,2599.32,117.944,0.129119,0.0318165,3.41647,-792.795,3764.08,140.959,0.140172,0.0540243,3.39934,-899.213,4838.33,129.42,0.151445,0.0353416,3.30379,-932.128,5927.8,109.289,0.0172566,0.000286862,0.0102508,-1009.31,7099.28,60.2566
95,0,0.148576,0.0581847,3.35213,42.589,371.925,558.016,-0.00632378,-0.00160385,-0.00179905,-587.603,2599.37,117.897,0.129357,0.0316871,3.41652,-792.78,3764.15,140.938,0.15202,0.0629978,3.40065,-899.307,4838.04,129.087,0.151271,0.0352884,3.30406,-931.946,5927.68,109.209,0.0171724,-0.000386946,0.0101474,-1009.22,7099.31,60.2255
96,0,0.134421,0.0048584,3.36266,42.569,377.004,557.719,-0.00625553,-0.00039265,-0.00175591,-587.665,2599.39,117.933,0.129155,0.0315066,3.41642,-792.704,3764.15,140.955,0.139883,0.0539071,3.39931,-899.207,4838.46,129.447,0.151171,0.035655,3.30357,-932.109,5927.88,109.297,0.0181054,-0.000446251,0.00987505,-1009.16,7099.35,60.2403
97,0,-1.2513,1.68102,2.73684,-761.937,3779.4,90.2738,-0.00316193,-0.00119889,0.000760667,-587.274,2599.69,117.431,0.129067,0.0316925,3.4165,-792.646,3764.08,140.975,0.137395,0.052592,3.39854,-899.791,4838.85,129.475,0.152159,0.0355892,3.30214,-932.463,5928.27,109.488,0.0180828,-0.000393126,0.00910239,-1009.14,7099.36,60.2113
98,0,-1.27774,1.62526,2.77911,-760.558,3781.55,88.965,-0.00303314,-0.00094419,0.000745477,-587.284,2599.69,117.439,0.128883,0.0319086,3.41656,-792.625,3764.02,140.996,0.138628,0.0534047,3.39854,-899.946,4838.86,129.457,0.151841,0.0358008,3.30216,-932.539,5928.33,109.532,0.0174616,-0.000305789,0.00845665,-1009.16,7099.36,60.2123
99,0,-1.27915,1.61271,2.79254,-760.766,3781.87,89.1022,-0.00319495,-0.00104437,0.0009959,-587.309,2599.7,117.426,0.128876,0.0318128,3.41641,-792.677,3764.04,140.982,0.140372,0.054276,3.3994,-899.467,4838.48,129.44,0.151811,0.0354689,3.30337,-932.238,5927.99,109.378,0.0162152,1.68868e-05,0.00804693,-1009.19,7099.37,60.2217
100,0,2.7909,1.46986,1.05229,-592.926,2584.95,38.832,-0.00636429,-0.00101823,-0.00118251,-587.621,2599.44,117.908,0.129148,0.0318026,3.41653,-792.757,3764.14,140.953,0.140289,0.0540037,3.39909,-898.923,4838.19,129.416,0.151212,0.0352979,3.3042,-931.964,5927.71,109.234,0.0162679,-0.000191256,0.0090203,-1009.21,7099.36,60.256
101,0,2.7828,1.48415,1.04036,-593.398,2585.34,38.8453,-0.00651051,-0.000807808,-0.00150098,-587.654,2599.43,117.913,0.129226,0.0316688,3.41651,-792.806,3764.21,140.953,0.141373,0.0548339,3.39925,-899.044,4838.29,129.423,0.151678,0.0352649,3.30385,-932.004,5927.77,109.271,0.0151381,-0.00041407,0.00913,-1009.2,7099.38,60.2399
102,0,2.76035,1.44244,1.1007,-593.573,2584.63,39.7639,-0.00611161,0.00108551,-0.00234067,-587.822,2599.39,117.944,0.129171,0.0317701,3.41644,-792.797,3764.21,140.944,0.138504,0.0529382,3.399,-899.538,4838.73,129.498,0.150997,0.036156,3.30285,-932.337,5928.12,109.411,0.0156918,-0.000382962,0.00961505,-1009.17,7099.4,60.2242
103,0,-0.150738,-0.836217,3.20455,45.7563,402.406,572.662,-0.00287978,-0.00107685,2.81362e-05,-587.339,2599.69,117.444,0.129228,0.0317344,3.41645,-792.74,3764.12,140.959,0.137542,0.0525107,3.39848,-899.844,4838.9,129.497,0.15204,0.035846,3.30192,-932.503,5928.28,109.509,0.0170069,-0.000444192,0.00953748,-1009.15,7099.38,60.2345
104,0,-0.146309,-0.833774,3.19597,45.7272,406.625,573.031,-0.002846,-0.000909816,0.000368751,-587.337,2599.68,117.439,0.128899,0.0318201,3.41644,-792.713,3764.02,140.982,0.14648,0.0588454,3.40007,-899.788,4838.5,129.272,0.151832,0.0355811,3.30307,-932.33,5928.01,109.394,0.0186065,-0.00107583,0.00935189,-1009.09,7099.36,60.1798
105,0,-0.154999,-0.857521,3.1971,45.8602,412.079,573.177,-0.00589996,-0.000580384,-0.00120126,-587.618,2599.39,117.914,0.129051,0.0318874,3.41651,-792.717,3763.98,140.978,0.153034,0.0634538,3.40075,-899.436,4837.99,129.082,0.151354,0.0352508,3.30403,-932.029,5927.65,109.22,0.0176236,-0.000534068,0.00824984,-1009.09,7099.31,60.1937
106,0,-0.14328,-0.877666,3.1937,45.5089,417.299,573.402,-0.00593145,-0.000996716,-0.00155669,-587.592,2599.4,117.911,0.129097,0.0316097,3.4166,-792.753,3764.03,140.966,0.141161,0.0548346,3.39939,-898.998,4838.11,129.363,0.150889,0.0352468,3.30411,-932.029,5927.65,109.211,0.0168424,-0.000301256,0.0078403,-1009.13,7099.32,60.1843
107,0,-0.158075,-0.85353,3.19917,45.2407,420.596,573.312,-0.00578832,0.000696545,-0.00201391,-587.764,2599.38,117.926,0.129207,0.0317967,3.41655,-792.796,3764.06,140.948,0.140264,0.0542674,3.39942,-899.548,4838.52,129.397,0.15079,0.0357758,3.30319,-932.326,5927.99,109.344,0.0166633,-3.68879e-06,0.00822407,-1009.19,7099.32,60.204
108,0,-0.158749,-0.837257,3.20687,44.8316,425.546,573.389,-0.00296362,-0.00151681,4.41021e-05,-587.371,2599.63,117.428,0.129147,0.0317714,3.41657,-792.821,3764.06,140.957,0.136684,0.0517719,3.3984,-899.96,4838.87,129.458,0.151347,0.0358636,3.30203,-932.608,5928.29,109.498,0.0173021,-8.66983e-05,0.00882873,-1009.22,7099.32,60.2139
109,0,-0.156169,-0.838282,3.20354,45.587,429.827,572.719,-0.00289486,-0.001501,0.000270921,-587.399,2599.6,117.428,0.129118,0.0319766,3.41648,-792.826,3764.03,140.964,0.149246,0.0608858,3.40013,-900.244,4838.62,129.144,0.151692,0.0356298,3.30242,-932.521,5928.18,109.449,0.017621,-0.000197934,0.0100395,-1009.26,7099.33,60.2415
110,0,-0.149999,-0.829167,3.20136,45.8094,434.586,571.838,-0.00613012,-0.000431053,-0.0014235,-587.741,2599.34,117.928,0.129132,0.0318852,3.41646,-792.809,3764.04,140.964,0.140491,0.0540996,3.39935,-899.272,4838.33,129.41,0.151251,0.0353049,3.30375,-932.165,5927.79,109.278,0.0183477,-0.000558256,0.0103725,-1009.19,7099.29,60.2322
111,0,-0.150997,-0.88122,3.20148,45.7221,440.689,571.222,-0.00634692,-0.00119727,-0.00120571,-587.612,2599.41,117.927,0.128992,0.0317065,3.41645,-792.746,3764.08,140.977,0.144279,0.057134,3.39966,-899.038,4838.1,129.308,0.151202,0.0352621,3.30409,-931.988,5927.63,109.206,0.0182435,-0.000574406,0.0101032,-1009.14,7099.27,60.222
112,0,0.117182,0.0445895,3.36921,43.5117,454.37,556.672,-0.00626106,-0.000147544,-0.00167056,-587.661,2599.48,117.919,0.129019,0.0317426,3.41643,-792.678,3764.15,140.945,0.140509,0.0544037,3.39932,-899.185,4838.41,129.456,0.151442,0.0355369,3.30362,-932.114,5927.84,109.292,0.018306,-0.00032956,0.0102176,-1009.13,7099.29,60.2269
113,0,0.11316,-0.00714768,3.36631,43.2473,459.678,557.22,-0.00312946,-0.00114475,0.00023041,-587.268,2599.79,117.415,0.1292,0.0316621,3.4164,-792.664,3764.22,140.949,0.136831,0.0523026,3.39853,-899.624,4838.83,129.539,0.152523,0.0353662,3.30235,-932.389,5928.21,109.48,0.0179675,-0.00041608,0.0100215,-1009.16,7099.33,60.2301
114,0,0.113911,0.0076761,3.36644,43.0767,463.771,556.249,-0.00292659,-0.00115545,-2.65886e-05,-587.306,2599.77,117.418,0.129268,0.0316359,3.41646,-792.711,3764.23,140.933,0.137294,0.0523232,3.39843,-899.685,4838.84,129.527,0.152845,0.0352923,3.30231,-932.4,5928.23,109.488,0.0177955,-0.000292566,0.00955876,-1009.22,7099.41,60.2242
115,0,0.125813,0.0547091,3.36298,43.355,468.538,556.447,-0.00599462,0.000310661,-0.00127115,-587.724,2599.4,117.935,0.129238,0.0316353,3.41637,-792.746,3764.16,140.957,0.13912,0.0530873,3.39914,-899.268,4838.47,129.477,0.152112,0.0353457,3.30359,-932.144,5927.92,109.345,0.0172036,-0.000219747,0.00950008,-1009.24,7099.42,60.2287
116,0,0.120643,0.0157598,3.36231,43.9646,473.179,556.512,-0.00628653,-0.00119549,-0.000860855,-587.653,2599.34,117.915,0.129159,0.0319091,3.41645,-792.753,3764.06,140.969,0.146226,0.0588694,3.39994,-899.184,4838.03,129.241,0.147954,0.0369809,3.30474,-932.04,5927.72,109.185,0.0173068,-0.000704172,0.00930827,-1009.18,7099.4,60.2173
117,0,0.12495,0.0446603,3.36307,43.9448,477.753,556.553,-0.00608004,-0.000318635,-0.0011283,-587.671,2599.31,117.92,0.128968,0.0318761,3.41657,-792.726,3763.98,140.978,0.140566,0.0540495,3.39932,-899.167,4838.26,129.4,0.151013,0.0354144,3.30397,-932.092,5927.79,109.264,0.0172919,-0.000669618,0.00925467,-1009.11,7099.33,60.2003
118,0,0.111375,0.061578,3.38009,42.3996,484.221,557.491,-0.00308108,-0.00118379,0.000151482,-587.286,2599.63,117.456,0.128995,0.0317142,3.41652,-792.698,3764,140.982,0.13753,0.0525437,3.39876,-899.641,4838.69,129.491,0.151751,0.0357254,3.30267,-932.402,5928.14,109.455,0.0168556,-0.00096812,0.00875887,-1009.04,7099.3,60.1886
119,0,0.124298,0.0362707,3.3646,43.4956,487.23,556.804,-0.0029679,-0.00116293,-0.000200063,-587.253,2599.68,117.413,0.129059,0.0316926,3.41647,-792.68,3764.07,140.959,0.135896,0.0514157,3.39836,-899.829,4838.9,129.501,0.149052,0.0372042,3.30234,-932.564,5928.33,109.466,0.0159064,-1.46787e-05,0.00882235,-1009.09,7099.33,60.1875
120,0,0.139186,0.0449189,3.34675,43.5002,491.521,556.036,-0.00313963,-0.00127649,-9.58949e-05,-587.29,2599.7,117.44,0.129194,0.0315558,3.41644,-792.711,3764.12,140.943,0.139612,0.0539924,3.3993,-899.519,4838.6,129.447,0.151165,0.0359125,3.30304,-932.301,5928.04,109.397,0.0164491,0.000251282,0.00864101,-1009.19,7099.32,60.2117
121,0,0.129639,0.0445313,3.3456,44.1769,496.449,556.119,-0.00615947,-0.000770442,-0.00168282,-587.655,2599.4,117.906,0.129154,0.0317538,3.41658,-792.794,3764.1,140.955,0.139264,0.0534126,3.39908,-898.995,4838.23,129.431,0.150709,0.0355024,3.30401,-932.033,5927.72,109.233,0.01557,0.000185642,0.00929275,-1009.26,7099.35,60.2132
122,0,0.12815,0.127581,3.34205,44.2256,501.805,555.399,-0.00619875,-0.00088307,-0.00129994,-587.709,2599.34,117.918,0.128979,0.0317699,3.41651,-792.807,3764.01,140.979,0.152236,0.0626625,3.40067,-899.498,4838.05,129.069,0.150392,0.0355523,3.30418,-932.073,5927.71,109.236,0.0152562,-3.44452e-05,0.00895763,-1009.27,7099.33,60.2455
123,0,0.124669,0.0499029,3.34906,44.0104,506.148,555.954,-0.00597979,0.00102875,-0.00115895,-587.857,2599.33,117.965,0.129133,0.0316747,3.41645,-792.785,3763.98,141.001,0.15052,0.0617314,3.40056,-900.003,4838.44,129.16,0.151366,0.0355306,3.30308,-932.365,5928.03,109.417,0.0159365,-6.16515e-05,0.00899775,-1009.23,7099.31,60.2325
124,0,0.124444,0.0460378,3.34573,43.157,511.351,555.866,-0.00301569,-0.000999497,0.000753538,-587.364,2599.68,117.41,0.128979,0.0317978,3.41642,-792.729,3764.01,140.988,0.138249,0.053116,3.39858,-899.912,4838.86,129.47,0.151478,0.0357552,3.30209,-932.534,5928.27,109.498,0.0165225,-0.000376755,0.00920889,-1009.15,7099.33,60.205
125,0,0.123119,0.0839719,3.35094,44.2501,516.198,555.515,-0.00271547,-0.00083499,0.000319616,-587.297,2599.75,117.432,0.128954,0.031604,3.4164,-792.669,3764.11,140.958,0.146595,0.0592101,3.39983,-899.825,4838.62,129.292,0.152215,0.0354973,3.30256,-932.329,5928.07,109.448,0.0173576,-0.000350817,0.00935255,-1009.1,7099.31,60.2051
