Frame,radarX,radarY,R1X,R1Y,R2X,R2Y,R3X,R3Y,R4X,R4Y,R5X,R5Y,GT1X,GT2X,GT3X,GT4X,GT5X,GT1Y,GT2Y,GT3Y,GT4Y,GT5Y
139,-127.573,1481.26,285.282,3291.08,143.93,4301.99,46.9438,5192.42,330.022,6437.01,730.569,7359.85,1.80982,2.82073,3.71116,4.95575,5.87859,0.4,0.4,0.4,0.8,1.2
140,-128.266,1491.62,284.968,3291.03,144.555,4301.78,46.5062,5192.43,329.65,6437.25,730.397,7359.79,1.79941,2.81016,3.70081,4.94563,5.86817,0.4,0.4,0.4,0.8,1.2
141,-128.252,1501,285.281,3290.94,144.637,4301.81,46.7941,5192.3,330.04,6436.98,730.513,7359.85,1.78994,2.80081,3.6913,4.93598,5.85885,0.4,0.4,0.4,0.8,1.2
142,-129.679,1511.16,285.217,3290.86,142.95,4301.7,46.8002,5192.5,329.932,6437.19,730.628,7359.91,1.7797,2.79054,3.68134,4.92603,5.84875,0.4,0.4,0.4,0.8,1.2
143,-131.294,1520.94,285.08,3290.89,144.621,4301.81,46.5735,5192.4,329.789,6437.22,730.528,7359.8,1.76995,2.78087,3.67146,4.91628,5.83886,0.4,0.4,0.4,0.8,1.2
144,-131.024,1527.07,285.335,3290.82,144.643,4301.76,46.862,5192.32,329.985,6436.99,730.516,7359.8,1.76375,2.77469,3.66525,4.90992,5.83273,0.4,0.4,0.4,0.8,1.2
145,-133.927,1540.6,285.001,3291.16,144.792,4301.9,46.6586,5192.56,329.802,6437.44,730.737,7359.92,1.75056,2.7613,3.65196,4.89684,5.81932,0.4,0.4,0.4,0.8,1.2
146,-134.544,1550.61,285.217,3290.9,144.293,4301.59,46.7677,5192.35,329.984,6437.07,730.546,7359.87,1.74029,2.75098,3.64174,4.88646,5.80926,0.4,0.4,0.4,0.8,1.2
147,-134.921,1560.49,285.14,3290.89,144.569,4301.74,46.6374,5192.31,329.805,6437.01,730.376,7359.74,1.7304,2.74125,3.63182,4.87652,5.79925,0.4,0.4,0.4,0.8,1.2
148,-136.289,1570.04,285.11,3291.06,144.634,4301.88,46.7785,5192.53,329.868,6437.26,730.697,7359.85,1.72102,2.73184,3.62249,4.86722,5.78981,0.4,0.4,0.4,0.8,1.2
149,-136.788,1580.3,285.289,3290.99,143.736,4301.66,46.8445,5192.36,330.054,6437.08,730.619,7359.91,1.71069,2.72136,3.61206,4.85678,5.77961,0.4,0.4,0.4,0.8,1.2
150,-138.616,1590.28,285.025,3290.89,144.628,4301.85,46.6136,5192.55,329.685,6437.32,730.54,7359.78,1.70061,2.71157,3.60227,4.84704,5.7695,0.4,0.4,0.4,0.8,1.2
151,-139.576,1599.89,285.314,3290.85,144.496,4302.2,46.9062,5192.43,329.982,6437.04,730.607,7359.78,1.69096,2.70231,3.59254,4.83715,5.75989,0.4,0.4,0.4,0.8,1.2
152,-140.835,1610.16,285.162,3290.88,143.715,4301.95,46.4884,5192.22,329.897,6437.12,730.518,7359.93,1.68072,2.69179,3.58206,4.82696,5.74977,0.4,0.4,0.4,0.8,1.2
153,-141.674,1620.24,285.039,3291.01,143.877,4301.98,46.6735,5192.49,329.818,6437.25,730.592,7359.88,1.67077,2.68174,3.57225,4.81701,5.73964,0.4,0.4,0.4,0.8,1.2
154,-142.19,1630.18,285.368,3290.92,144.481,4302.17,46.9372,5192.32,330.043,6436.91,730.514,7359.78,1.66074,2.67199,3.56214,4.80673,5.7296,0.4,0.4,0.4,0.8,1.2
155,-143.671,1640,285.002,3290.97,144.6,4302.19,46.5385,5192.5,329.716,6437.4,730.609,7359.82,1.65097,2.66219,3.5525,4.7974,5.71982,0.4,0.4,0.4,0.8,1.2
156,-144.35,1650.08,285.232,3290.93,143.851,4302.08,46.8776,5192.51,330.014,6437.23,730.695,7359.97,1.64085,2.652,3.54243,4.78715,5.70989,0.4,0.4,0.4,0.8,1.2
157,-144.594,1656.31,285.229,3290.85,144.553,4302.15,46.6943,5192.3,329.884,6436.99,730.409,7359.76,1.63454,2.64584,3.53599,4.78068,5.70345,0.4,0.4,0.4,0.8,1.2
158,-146.151,1666.51,284.987,3291.19,144.478,4302.12,46.5861,5192.41,329.721,6437.19,730.529,7359.71,1.62468,2.63561,3.5259,4.77068,5.6932,0.4,0.4,0.4,0.8,1.2
159,-146.365,1675.54,285.349,3290.92,144.67,4302.2,46.9576,5192.37,330.109,6437.02,730.643,7359.94,1.61538,2.62666,3.51683,4.76148,5.6844,0.4,0.4,0.4,0.8,1.2
160,-149.305,1689.84,285.085,3290.89,144.778,4301.87,46.5958,5192.5,329.761,6437.35,730.572,7359.89,1.60105,2.61203,3.50266,4.74751,5.67005,0.4,0.4,0.4,0.8,1.2
161,-149.873,1699.55,285.173,3290.97,144.59,4301.8,46.8321,5192.46,329.884,6437.1,730.568,7359.77,1.59142,2.60225,3.49291,4.73755,5.66022,0.4,0.4,0.4,0.8,1.2
162,-150.474,1709.3,285.251,3290.74,144.61,4301.83,46.7864,5192.41,329.941,6437.09,730.562,7359.85,1.58144,2.59253,3.48311,4.72779,5.65055,0.4,0.4,0.4,0.8,1.2
163,-151.611,1719.47,285.031,3291.08,144.716,4301.91,46.6575,5192.54,329.839,6437.38,730.712,7359.96,1.57161,2.58244,3.47307,4.71791,5.64049,0.4,0.4,0.4,0.8,1.2
164,-152.423,1728.89,285.34,3290.87,144.583,4302.11,46.9483,5192.3,330.052,6436.89,730.455,7359.81,1.56198,2.57322,3.46341,4.708,5.63092,0.4,0.4,0.4,0.8,1.2
165,-154.398,1739.08,285.03,3290.87,144.456,4302.08,46.5127,5192.38,329.684,6437.2,730.432,7359.72,1.55179,2.563,3.4533,4.69812,5.62064,0.4,0.4,0.4,0.8,1.2
166,-155.321,1748.97,285.14,3291,144.083,4302.09,46.7889,5192.53,329.94,6437.3,730.722,7359.93,1.54203,2.55312,3.44356,4.68833,5.61096,0.4,0.4,0.4,0.8,1.2
167,-156.298,1759.28,285.227,3291.01,144.341,4302.01,46.7596,5192.37,329.942,6437.1,730.534,7359.86,1.53173,2.54273,3.43309,4.67782,5.60058,0.4,0.4,0.4,0.8,1.2
168,-154.024,1720.55,285.002,3291.09,144.482,4302.12,46.6111,5192.47,329.687,6437.22,730.455,7359.72,1.57054,2.58157,3.47192,4.71667,5.63917,0.4,0.4,0.4,0.8,1.2
169,-154.325,1775.94,285.297,3291.06,144.537,4302.23,46.9842,5192.39,330.11,6436.98,730.63,7359.84,1.51512,2.52629,3.41645,4.66104,5.5839,0.4,0.4,0.4,0.8,1.2
170,-154.643,1785.86,285.115,3290.95,144.702,4302.2,46.6653,5192.49,329.856,6437.33,730.641,7359.95,1.50509,2.51634,3.40663,4.65147,5.57409,0.4,0.4,0.4,0.8,1.2
171,-155.525,1795.85,285.14,3290.97,144.613,4302.16,46.7406,5192.45,329.873,6437.18,730.583,7359.85,1.49512,2.50631,3.3966,4.64133,5.564,0.4,0.4,0.4,0.8,1.2
172,-163.48,1809.55,285.167,3291.05,144.508,4302.15,46.6277,5192.28,329.901,6437.02,730.441,7359.76,1.4815,2.4926,3.38273,4.62747,5.55021,0.4,0.4,0.4,0.8,1.2
173,-162.878,1818.95,284.964,3291.08,144.584,4302.23,46.6448,5192.59,329.757,6437.43,730.708,7359.89,1.47213,2.48328,3.37364,4.61848,5.54094,0.4,0.4,0.4,0.8,1.2
174,-163.426,1828.75,285.338,3291.02,144.383,4302.07,47.0396,5192.42,330.131,6437.04,730.692,7359.91,1.46227,2.47332,3.36367,4.60829,5.53116,0.4,0.4,0.4,0.8,1.2
175,-164.921,1838.96,285.085,3290.97,144.491,4302.09,46.583,5192.3,329.752,6437.05,730.338,7359.75,1.45201,2.46313,3.35334,4.59809,5.52079,0.4,0.4,0.4,0.8,1.2
176,-165.483,1848.91,285.1,3290.93,143.439,4301.94,46.7457,5192.48,329.818,6437.21,730.546,7359.8,1.44202,2.45303,3.34357,4.5883,5.51089,0.4,0.4,0.4,0.8,1.2
177,-165.878,1858.99,285.257,3291,144.642,4302.24,46.7305,5192.36,330.007,6437.11,730.615,7359.97,1.43201,2.44325,3.33337,4.57812,5.50098,0.4,0.4,0.4,0.8,1.2
178,-167.266,1868.79,285.024,3290.88,143.973,4301.63,46.4697,5192.46,329.687,6437.32,730.439,7359.86,1.42209,2.43284,3.32367,4.56853,5.49107,0.4,0.4,0.4,0.8,1.2
179,-168.255,1878.24,285.313,3290.93,144.62,4301.8,46.9482,5192.37,330.035,6436.99,730.592,7359.77,1.41269,2.42356,3.31413,4.55875,5.48153,0.4,0.4,0.4,0.8,1.2
180,-169.385,1888.24,285.152,3291.13,143.482,4301.65,46.8152,5192.47,329.936,6437.21,730.636,7359.93,1.40289,2.41341,3.30423,4.54897,5.47169,0.4,0.4,0.4,0.8,1.2
181,-170.515,1898.45,285.114,3291.03,144.169,4301.72,46.748,5192.53,329.912,6437.33,730.671,7359.98,1.39258,2.40327,3.29408,4.53888,5.46153,0.4,0.4,0.4,0.8,1.2
182,-171.226,1908.19,285.256,3290.86,144.579,4301.77,46.8609,5192.35,329.958,6436.97,730.469,7359.78,1.38267,2.39358,3.28416,4.52878,5.45159,0.4,0.4,0.4,0.8,1.2
183,-172.408,1918.4,284.954,3290.91,144.564,4301.8,46.5138,5192.47,329.638,6437.23,730.395,7359.78,1.37251,2.3834,3.27407,4.51883,5.44138,0.4,0.4,0.4,0.8,1.2
184,-172.597,1928.33,285.255,3290.84,144.54,4302.23,46.8867,5192.46,330.016,6437.14,730.67,7359.94,1.36251,2.3739,3.26413,4.50881,5.43161,0.4,0.4,0.4,0.8,1.2
185,-173.78,1938.06,285.203,3291.05,144.605,4302.14,46.8071,5192.38,329.904,6437.11,730.531,7359.84,1.35299,2.36408,3.25432,4.49905,5.42178,0.4,0.4,0.4,0.8,1.2
186,-175.048,1947.73,285.148,3290.81,144.48,4302.13,46.6825,5192.42,329.769,6437.15,730.479,7359.75,1.34308,2.3544,3.24469,4.48942,5.41202,0.4,0.4,0.4,0.8,1.2
187,-175.981,1957.58,285.297,3290.88,144.633,4302.21,46.8687,5192.41,330.025,6437.06,730.588,7359.9,1.3333,2.34463,3.23483,4.47948,5.40232,0.4,0.4,0.4,0.8,1.2
188,-177.322,1967.75,285.036,3291.06,144.759,4301.89,46.5423,5192.48,329.772,6437.41,730.604,7359.96,1.32331,2.33414,3.22473,4.46966,5.39221,0.4,0.4,0.4,0.8,1.2
189,-177.918,1977.72,285.215,3290.91,144.652,4301.83,46.8033,5192.42,329.938,6437.08,730.553,7359.89,1.31319,2.32411,3.2147,4.45936,5.38217,0.4,0.4,0.4,0.8,1.2
190,-178.655,1987.37,285.168,3290.93,144.552,4301.78,46.7499,5192.38,329.874,6437.06,730.515,7359.79,1.30356,2.31441,3.20501,4.44969,5.37242,0.4,0.4,0.4,0.8,1.2
191,-179.457,1997.65,285.131,3290.99,143.949,4301.69,46.7818,5192.55,329.904,6437.33,730.747,7359.93,1.29334,2.30404,3.1949,4.43968,5.36228,0.4,0.4,0.4,0.8,1.2
192,-180.01,2007.08,285.225,3291.04,143.805,4301.62,46.8494,5192.43,330,6437.06,730.591,7359.89,1.28396,2.29454,3.18535,4.42998,5.35281,0.4,0.4,0.4,0.8,1.2
193,-181.457,2017.23,284.993,3290.94,143.632,4301.53,46.4619,5192.38,329.627,6437.17,730.333,7359.7,1.27371,2.2843,3.17515,4.41994,5.34247,0.4,0.4,0.4,0.8,1.2
194,-182.138,2027.19,285.164,3291.1,144.604,4301.85,46.9034,5192.51,329.938,6437.16,730.676,7359.83,1.26391,2.27466,3.16532,4.40997,5.33264,0.4,0.4,0.4,0.8,1.2
195,-182.87,2037.42,285.172,3290.93,144.19,4301.61,46.7009,5192.4,329.909,6437.16,730.52,7359.97,1.25351,2.26419,3.15498,4.39974,5.32255,0.4,0.4,0.4,0.8,1.2
196,-183.947,2047.9,285.144,3290.86,144.743,4301.78,46.6263,5192.38,329.788,6437.18,730.464,7359.83,1.24296,2.25388,3.14448,4.38928,5.31193,0.4,0.4,0.4,0.8,1.2
197,-184.653,2057.74,285.341,3290.98,144.609,4301.84,47.0014,5192.42,330.05,6437.03,730.679,7359.8,1.23324,2.2441,3.13468,4.37929,5.30206,0.4,0.4,0.4,0.8,1.2
198,-185.799,2067.99,285.052,3290.82,144.647,4301.9,46.5712,5192.54,329.771,6437.37,730.573,7359.95,1.22283,2.23391,3.12455,4.36938,5.29196,0.4,0.4,0.4,0.8,1.2
199,-186.612,2077.79,285.108,3290.9,144.679,4301.85,46.5922,5192.37,329.883,6437.22,730.593,7359.93,1.21311,2.22406,3.11458,4.35943,5.28214,0.4,0.4,0.4,0.8,1.2
200,-187.934,2087.75,285.167,3291.09,144.58,4301.76,46.8334,5192.38,329.854,6437.03,730.454,7359.73,1.20334,2.21401,3.10463,4.34928,5.27198,0.4,0.4,0.4,0.8,1.2
201,-189.029,2097.94,284.96,3290.4,144.572,4301.82,46.556,5192.4,329.777,6437.19,730.534,7359.82,1.19246,2.20388,3.09446,4.33925,5.26188,0.4,0.4,0.4,0.8,1.2
202,-189.591,2107.55,285.25,3290.87,144.629,4302.25,46.8143,5192.41,330.049,6437.14,730.683,7359.99,1.18332,2.1947,3.08486,4.32959,5.25244,0.4,0.4,0.4,0.8,1.2
203,-190.926,2118.11,285.199,3290.92,144.583,4302.19,46.6549,5192.45,329.764,6437.21,730.49,7359.85,1.17281,2.18408,3.07434,4.3191,5.24174,0.4,0.4,0.4,0.8,1.2
204,-191.798,2127.82,285.183,3290.87,144.471,4302.21,46.7262,5192.44,329.851,6437.14,730.555,7359.78,1.16305,2.17439,3.06462,4.30932,5.23196,0.4,0.4,0.4,0.8,1.2
205,-193.005,2137.87,285.069,3291.01,144.665,4302.16,46.6496,5192.41,329.898,6437.23,730.578,7359.97,1.15314,2.16429,3.05454,4.29936,5.2221,0.4,0.4,0.4,0.8,1.2
206,-194.158,2147.6,285.234,3290.76,144.689,4302.18,46.6679,5192.42,329.844,6437.27,730.566,7359.93,1.14316,2.15458,3.04482,4.28967,5.21233,0.4,0.4,0.4,0.8,1.2
207,-194.876,2157.46,285.291,3290.96,144.445,4302.18,46.9618,5192.44,329.979,6436.97,730.547,7359.73,1.1335,2.14472,3.03498,4.27951,5.20227,0.4,0.4,0.4,0.8,1.2
208,-196.208,2167.76,284.984,3290.82,144.422,4302.13,46.557,5192.43,329.733,6437.21,730.464,7359.84,1.12306,2.13437,3.02467,4.26945,5.19208,0.4,0.4,0.4,0.8,1.2
209,-196.547,2177.89,285.206,3290.97,144.645,4302.27,46.8404,5192.55,329.963,6437.29,730.722,7359.98,1.11308,2.12438,3.01466,4.2594,5.18209,0.4,0.4,0.4,0.8,1.2
210,-197.432,2188.08,285.205,3291.04,144.516,4302.22,46.7925,5192.46,329.896,6437.13,730.573,7359.86,1.10296,2.11414,3.00438,4.24905,5.17178,0.4,0.4,0.4,0.8,1.2
211,-198.48,2197.81,284.989,3290.89,144.424,4302.04,46.4705,5192.29,329.691,6437.11,730.4,7359.73,1.09308,2.10423,2.99448,4.2393,5.16192,0.4,0.4,0.4,0.8,1.2
212,-198.858,2207.91,285.309,3290.9,143.828,4302.05,46.9239,5192.48,330.062,6437.12,730.7,7359.95,1.08299,2.09414,2.98457,4.22921,5.15204,0.4,0.4,0.4,0.8,1.2
213,-200.328,2217.75,285.088,3290.45,144.023,4302.04,46.6511,5192.48,329.865,6437.26,730.556,7360,1.0727,2.08429,2.97473,4.21951,5.14225,0.4,0.4,0.4,0.8,1.2
214,-201.257,2227.21,285.132,3290.76,144.504,4302.11,46.6133,5192.34,329.808,6437.05,730.407,7359.8,1.06355,2.0749,2.96513,4.20984,5.13259,0.4,0.4,0.4,0.8,1.2
215,-202.628,2237.66,285.195,3290.92,144.545,4302.22,46.8583,5192.29,329.91,6437.23,730.679,7359.83,1.05326,2.06456,2.95463,4.19957,5.12217,0.4,0.4,0.4,0.8,1.2
216,-203.576,2247.88,285.124,3291.21,144.669,4302.27,46.7632,5192.55,329.904,6437.35,730.692,7359.96,1.04333,2.05439,2.94467,4.18947,5.11208,0.4,0.4,0.4,0.8,1.2
217,-209.543,2256.74,285.21,3290.76,144.517,4302.15,46.6317,5192.25,329.955,6437.04,730.512,7359.88,1.03402,2.04541,2.93551,4.1803,5.10314,0.4,0.4,0.4,0.8,1.2
218,-211.048,2267.28,285.024,3290.91,144.429,4302.1,46.5758,5192.38,329.724,6437.08,730.42,7359.7,1.02363,2.03482,2.9251,4.1698,5.09242,0.4,0.4,0.4,0.8,1.2
219,-211.867,2277.49,285.204,3290.99,143.931,4302.04,46.8647,5192.53,329.952,6437.17,730.653,7359.91,1.0135,2.02455,2.91504,4.15968,5.08242,0.4,0.4,0.4,0.8,1.2
220,-212.656,2286.88,285.165,3290.86,144.641,4302.2,46.6207,5192.38,329.922,6437.2,730.564,7359.99,1.00398,2.01532,2.9055,4.15032,5.07311,0.4,0.4,0.4,0.8,1.2
221,-213.611,2296.85,285.134,3290.82,143.776,4301.91,46.5849,5192.39,329.72,6437.18,730.396,7359.82,0.99397,2.00506,2.89554,4.14033,5.06297,0.4,0.4,0.4,0.8,1.2
222,-214.395,2307.3,285.283,3291.36,144.525,4302.23,46.859,5192.39,330.031,6437.09,730.714,7359.81,0.98406,1.99493,2.88509,4.12979,5.05251,0.4,0.4,0.4,0.8,1.2
223,-215.698,2316.78,285.123,3290.71,144.711,4302.24,46.5512,5192.45,329.871,6437.3,730.597,7360.02,0.97393,1.98546,2.87567,4.12052,5.04324,0.4,0.4,0.4,0.8,1.2
224,-216.662,2326.68,285.15,3290.9,144.607,4302.16,46.7333,5192.44,329.854,6437.1,730.416,7359.91,0.96422,1.97548,2.86576,4.11042,5.03323,0.4,0.4,0.4,0.8,1.2
225,-217.476,2337.41,285.239,3290.91,143.888,4301.95,46.8908,5192.43,329.924,6437.06,730.614,7359.69,0.9535,1.96454,2.85502,4.09965,5.02228,0.4,0.4,0.4,0.8,1.2
226,-218.987,2347.44,284.986,3291.11,144.554,4302.17,46.6131,5192.47,329.798,6437.31,730.587,7359.87,0.94367,1.95473,2.84503,4.08987,5.01243,0.4,0.4,0.4,0.8,1.2
227,-219.745,2357.05,285.223,3290.95,144.72,4302.23,46.7276,5192.13,329.993,6437.19,730.616,7359.99,0.9339,1.94518,2.83508,4.08014,5.00294,0.4,0.4,0.4,0.8,1.2
228,-220.554,2367.25,285.222,3290.92,144.257,4301.97,46.7762,5192.46,329.825,6437.16,730.511,7359.75,0.92367,1.93472,2.82521,4.06991,4.9925,0.4,0.4,0.4,0.8,1.2
229,-221.608,2377.34,285.089,3291.11,144.418,4302.16,46.7033,5192.39,329.845,6437.04,730.423,7359.76,0.91377,1.92482,2.81505,4.0597,4.98242,0.4,0.4,0.4,0.8,1.2
230,-222.548,2387.58,285.196,3290.91,144.621,4302.27,46.7992,5192.47,329.995,6437.2,730.693,7359.99,0.90333,1.91469,2.80489,4.04962,4.97241,0.4,0.4,0.4,0.8,1.2
231,-222.959,2397.83,285.079,3290.4,144.702,4302.15,46.5776,5192.09,329.826,6437.23,730.526,7359.92,0.89257,1.90432,2.79426,4.0394,4.96209,0.4,0.4,0.4,0.8,1.2
232,-223.974,2408.1,285.207,3290.78,144.492,4302.11,46.6982,5192.3,329.872,6437.01,730.419,7359.75,0.88268,1.89401,2.7842,4.02891,4.95165,0.4,0.4,0.4,0.8,1.2
233,-224.848,2418.24,286.267,3286.42,144.481,4302.24,46.7285,5192.58,329.839,6437.34,730.693,7359.87,0.86818,1.884,2.77434,4.0191,4.94163,0.4,0.4,0.4,0.8,1.2
234,-225.662,2428.17,286.502,3286.4,144.681,4302.28,46.86,5192.53,329.96,6437.27,730.707,7359.95,0.85823,1.87411,2.76436,4.0091,4.93178,0.4,0.4,0.4,0.8,1.2
235,-226.823,2437.95,285.247,3290.83,144.568,4302.15,46.7289,5192.3,329.926,6437,730.439,7359.8,0.85288,1.8642,2.75435,3.99905,4.92185,0.4,0.4,0.4,0.8,1.2
236,-227.901,2448.19,285.013,3290.97,144.468,4302.08,46.5733,5192.35,329.746,6437.15,730.456,7359.72,0.84278,1.85389,2.74416,3.98896,4.91153,0.4,0.4,0.4,0.8,1.2
237,-228.852,2458.55,285.25,3291.01,144.664,4302.23,46.9341,5192.49,330.04,6437.17,730.711,7359.95,0.83246,1.84368,2.73394,3.97862,4.9014,0.4,0.4,0.4,0.8,1.2
238,-229.738,2468.35,285.115,3290.9,144.673,4302.21,46.5776,5192.44,329.824,6437.24,730.501,7359.93,0.82255,1.83386,2.72409,3.96889,4.89158,0.4,0.4,0.4,0.8,1.2
239,-230.441,2478.61,285.144,3290.94,144.512,4302.12,46.6267,5192.36,329.799,6437.08,730.338,7359.8,0.81233,1.82351,2.71375,3.95847,4.88119,0.4,0.4,0.4,0.8,1.2
240,-231.474,2488.89,285.355,3290.82,144.611,4302.26,47.0673,5192.56,330.071,6437.15,730.78,7359.9,0.80193,1.81337,2.70367,3.94826,4.87101,0.4,0.4,0.4,0.8,1.2
241,-230.184,2497.03,285.042,3291.07,144.654,4302.24,46.5359,5192.43,329.85,6437.35,730.579,7360.02,0.79404,1.80521,2.6954,3.94032,4.86299,0.4,0.4,0.4,0.8,1.2
242,-231.496,2506.78,285.227,3290.72,144.508,4302.11,46.6062,5192.22,329.892,6436.99,730.404,7359.84,0.78394,1.79533,2.68544,3.93021,4.85306,0.4,0.4,0.4,0.8,1.2
243,-232.942,2517.04,285.017,3290.32,144.433,4302.15,46.6243,5192.37,329.823,6437.18,730.565,7359.73,0.77328,1.78511,2.67533,3.92014,4.84269,0.4,0.4,0.4,0.8,1.2
244,-232.782,2526.79,285.149,3290.82,142.892,4302.09,46.6806,5192.54,329.871,6437.29,730.634,7359.91,0.76403,1.7753,2.66575,3.9105,4.83312,0.4,0.4,0.4,0.8,1.2
245,-233.464,2536.9,285.281,3290.82,144.424,4302.04,46.752,5192.39,329.982,6437.11,730.593,7359.92,0.75392,1.76514,2.65549,3.90021,4.82302,0.4,0.4,0.4,0.8,1.2
246,-234.251,2547,286.042,3283.44,144.47,4302.08,46.6068,5192.35,329.746,6437.12,730.42,7359.7,0.73644,1.75508,2.64535,3.89012,4.8127,0.4,0.4,0.4,0.8,1.2
247,-234.924,2556.69,285.254,3290.95,143.883,4301.96,46.7663,5192.33,330.005,6437.04,730.533,7359.86,0.73426,1.74527,2.63564,3.88035,4.80317,0.4,0.4,0.4,0.8,1.2
248,-235.986,2566.78,285.205,3290.9,143.92,4302.05,46.7697,5192.52,329.986,6437.34,730.732,7360.02,0.72412,1.73527,2.62574,3.87056,4.79324,0.4,0.4,0.4,0.8,1.2
249,-237.213,2576.9,285.182,3290.81,144.62,4302.14,46.6492,5192.42,329.788,6437.19,730.455,7359.84,0.71391,1.72524,2.61552,3.86029,4.78294,0.4,0.4,0.4,0.8,1.2
250,-238.531,2587.02,285.201,3290.9,143.255,4301.98,46.7334,5192.37,329.885,6437.02,730.425,7359.77,0.70388,1.71496,2.60535,3.85,4.77275,0.4,0.4,0.4,0.8,1.2
251,-239.831,2597.12,285.072,3291.04,144.599,4302.26,46.6799,5192.52,329.898,6437.35,730.737,7359.94,0.69392,1.70514,2.5954,3.84023,4.76282,0.4,0.4,0.4,0.8,1.2
252,-240.764,2607.3,285.313,3290.87,144.218,4301.98,46.9533,5192.43,330.034,6437.1,730.676,7359.89,0.68357,1.69468,2.58513,3.8298,4.75259,0.4,0.4,0.4,0.8,1.2
253,-241.838,2617.39,285.09,3290.84,143.877,4301.87,46.6122,5192.34,329.759,6437.04,730.38,7359.71,0.67345,1.68448,2.57495,3.81965,4.74232,0.4,0.4,0.4,0.8,1.2
254,-242.596,2627.44,285.004,3291.04,144.415,4302.17,46.5871,5192.46,329.763,6437.21,730.481,7359.8,0.6636,1.67473,2.56502,3.80977,4.73236,0.4,0.4,0.4,0.8,1.2
255,-243.413,2637.47,285.313,3290.92,144.628,4302.28,46.965,5192.52,330.054,6437.21,730.785,7359.89,0.65345,1.66481,2.55505,3.79974,4.72242,0.4,0.4,0.4,0.8,1.2
256,-244.771,2647.24,285.055,3291.03,144.625,4302.15,46.4669,5192.33,329.764,6437.24,730.465,7359.85,0.64379,1.65491,2.54509,3.79,4.71261,0.4,0.4,0.4,0.8,1.2
257,-245.852,2657.21,285.244,3290.88,144.598,4302.09,46.6144,5192.13,329.927,6436.92,730.367,7359.75,0.63367,1.64488,2.53492,3.77971,4.70254,0.4,0.4,0.4,0.8,1.2
258,-246.973,2667.71,285.301,3291.13,144.73,4302.29,47.0265,5192.56,330.088,6437.28,730.874,7359.93,0.62342,1.63458,2.52485,3.76957,4.69222,0.4,0.4,0.4,0.8,1.2
259,-248.168,2677.83,285.069,3290.9,144.649,4302.23,46.567,5192.22,329.839,6437.36,730.659,7359.93,0.61307,1.6244,2.51439,3.75953,4.6821,0.4,0.4,0.4,0.8,1.2
260,-248.516,2687.33,285.121,3290.79,143.958,4301.87,46.5387,5192.25,329.78,6436.95,730.26,7359.72,0.60346,1.61454,2.50492,3.74962,4.67239,0.4,0.4,0.4,0.8,1.2
261,-249.265,2698.18,285.143,3290.94,143.649,4301.97,46.7528,5192.51,329.783,6437.24,730.641,7359.69,0.59276,1.60379,2.49433,3.73906,4.66151,0.4,0.4,0.4,0.8,1.2
262,-251.296,2708.32,285.19,3291.27,143.986,4302.08,46.9693,5192.54,330.056,6437.23,730.78,7359.95,0.58295,1.59376,2.48422,3.72891,4.65163,0.4,0.4,0.4,0.8,1.2
263,-252.7,2718.16,285.153,3290.77,144.508,4302.15,46.5846,5192.28,329.885,6437.03,730.437,7359.86,0.57261,1.58399,2.47412,3.71887,4.6417,0.4,0.4,0.4,0.8,1.2
264,-253.268,2728.21,285.159,3290.8,143.806,4301.92,46.6284,5192.38,329.703,6437.1,730.395,7359.69,0.56259,1.57371,2.46417,3.70889,4.63148,0.4,0.4,0.4,0.8,1.2
265,-255.108,2738.54,285.299,3291.05,144.673,4302.29,46.9496,5192.54,330.035,6437.2,730.677,7359.95,0.55251,1.56375,2.454,3.69866,4.62141,0.4,0.4,0.4,0.8,1.2
266,-256.303,2748.72,285.005,3290.97,144.741,4302.23,46.495,5192.46,329.843,6437.41,730.64,7360.01,0.54225,1.55351,2.44374,3.68869,4.61129,0.4,0.4,0.4,0.8,1.2
267,-256.871,2759.01,285.17,3291.02,144.056,4301.84,46.6988,5192.25,329.837,6436.98,730.398,7359.68,0.53201,1.54283,2.43324,3.67797,4.60067,0.4,0.4,0.4,0.8,1.2
268,-257.683,2769.27,285.377,3290.9,144.509,4302.16,47.012,5192.39,330.013,6437,730.637,7359.73,0.52163,1.53289,2.42312,3.66773,4.59046,0.4,0.4,0.4,0.8,1.2
269,-258.652,2779.25,285.092,3290.86,144.668,4302.32,46.6819,5192.56,329.926,6437.43,730.811,7360.02,0.51161,1.52307,2.41331,3.65818,4.58077,0.4,0.4,0.4,0.8,1.2
270,-259.998,2789.15,285.183,3290.72,144.497,4302.15,46.7214,5192.36,329.868,6437.07,730.476,7359.81,0.50157,1.513,2.40321,3.64792,4.57066,0.4,0.4,0.4,0.8,1.2
271,-261.411,2799.22,285.081,3290.82,144.463,4301.73,46.5122,5192.31,329.617,6437.11,730.312,7359.66,0.4916,1.50251,2.39309,3.63789,4.56044,0.4,0.4,0.4,0.8,1.2
272,-262.656,2809.19,285.185,3291.02,144.622,4301.89,46.8215,5192.51,329.92,6437.23,730.633,7359.9,0.48183,1.4927,2.38332,3.62804,4.55071,0.4,0.4,0.4,0.8,1.2
273,-263.599,2819.17,285.297,3291.04,143.071,4301.78,46.9549,5192.49,330.147,6437.23,730.826,7360.1,0.47187,1.48261,2.37332,3.61806,4.54093,0.4,0.4,0.4,0.8,1.2
